,cong_position,Retweets,Likes,Incivility,posemo,negemo,anx,anger,sad,is_policy,CAP_Policy,weighted_pol,cat,year,group_status
280,R,0,0,0.06576667,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
281,R,0,2,0.13524656,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
282,R,0,0,0.15581536,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
283,R,0,0,0.12174633,12.5,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
284,R,0,4,0.11138353,8.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
285,R,0,0,0.04444001,25.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
286,R,0,0,0.097186275,0.0,0.0,0.0,0.0,0.0,1,P20,,,2008,NA
287,R,0,0,0.15941513,23.53,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
288,R,0,0,0.089787304,4.17,0.0,0.0,0.0,0.0,1,P0,,,2008,NA
289,R,0,0,0.059174206,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
290,R,0,0,0.09517505,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
291,R,0,0,0.071289025,4.35,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
292,R,0,0,0.11859895,21.05,0.0,0.0,0.0,0.0,0,P14,,,2008,NA
293,R,0,0,0.124300554,14.29,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
294,R,0,1,0.12381608,4.17,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
295,R,0,0,0.07148561,16.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
296,R,0,0,0.1128605,0.0,0.0,0.0,0.0,0.0,0,P14,,,2008,NA
297,R,0,0,0.093887754,0.0,8.0,0.0,0.0,0.0,0,P0,,,2008,NA
298,R,0,0,0.120892406,4.55,0.0,0.0,0.0,0.0,1,P1,,Republican Out-Group,2008,OutGroup
299,R,0,0,0.38672933,5.0,5.0,0.0,0.0,0.0,1,P3,,Republican Out-Group,2008,OutGroup
300,R,0,1,0.2320493,0.0,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
301,R,0,1,0.1670961,3.85,3.85,0.0,3.85,0.0,0,P19,,,2008,NA
302,R,0,1,0.16163804,3.7,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
303,R,0,1,0.3726881,4.35,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
304,R,0,1,0.18262811,8.33,4.17,0.0,4.17,0.0,1,P2,,,2008,NA
305,R,0,1,0.09315796,4.35,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
306,R,0,1,0.4031505,0.0,4.0,0.0,0.0,0.0,0,P0,,,2008,NA
307,R,0,0,0.14866026,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
308,R,0,0,0.23175395,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
309,R,0,0,0.05201246,5.0,0.0,0.0,0.0,0.0,1,P19,,Republican Out-Group,2008,OutGroup
310,R,0,0,0.20293573,8.33,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
311,R,0,0,0.16828814,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
312,R,0,0,0.17663357,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
313,R,0,0,0.120078176,3.7,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
314,R,0,1,0.30379894,10.0,5.0,0.0,5.0,0.0,1,P8,,,2008,NA
315,R,0,0,0.22675608,0.0,0.0,0.0,0.0,0.0,0,P9,,Republican In-Group,2008,InGroup
316,R,0,0,0.28295395,14.29,14.29,0.0,0.0,0.0,0,P0,,,2008,NA
317,R,0,0,0.25722933,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
318,R,0,0,0.4449355,0.0,14.29,14.29,0.0,0.0,0,P0,,,2008,NA
319,R,0,0,0.16626534,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
320,R,0,0,0.071406245,9.09,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
321,R,0,0,0.15369627,3.7,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
322,R,0,0,0.11166646,13.64,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
323,R,0,0,0.06684323,4.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
324,R,0,1,0.120208,7.14,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
325,R,1,1,0.1202809,3.85,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
326,R,0,1,0.52349234,0.0,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
327,R,0,0,0.40592983,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
328,R,0,1,0.13196765,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
329,R,0,0,0.0666627,0.0,4.0,0.0,0.0,0.0,0,P19,,Republican In-Group,2008,InGroup
330,R,0,0,0.1803077,0.0,0.0,0.0,0.0,0.0,0,P11,,,2008,NA
331,R,0,0,0.09680201,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
332,R,0,0,0.040810686,11.11,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
333,R,0,0,0.068537466,14.29,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
334,R,0,0,0.094633356,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
335,R,0,0,0.14115809,4.55,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
336,R,0,0,0.09680201,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
337,R,0,0,0.0662389,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
338,R,0,0,0.19125247,3.45,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
339,R,0,0,0.07071474,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
340,R,0,1,0.39063063,3.85,3.85,0.0,0.0,0.0,0,P16,,,2008,NA
341,R,0,1,0.49361473,7.69,15.38,0.0,0.0,0.0,0,P0,,Republican Out-Group,2008,OutGroup
342,R,0,0,0.31938374,0.0,7.69,0.0,0.0,0.0,0,P0,,,2008,NA
343,R,0,0,0.098191805,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
344,R,0,1,0.120743945,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
345,R,0,0,0.04053532,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
346,R,0,0,0.06427592,10.71,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
347,R,0,0,0.0913674,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
348,R,0,0,0.20871104,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
349,R,0,0,0.07213571,13.33,0.0,0.0,0.0,0.0,0,P2,,Republican In-Group,2008,InGroup
350,R,0,0,0.040252175,0.0,3.23,0.0,0.0,3.23,0,P0,,,2008,NA
351,R,0,0,0.12058305,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
352,R,0,0,0.11266437,3.85,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
353,R,0,0,0.15420605,0.0,4.0,0.0,4.0,0.0,0,P0,,,2008,NA
354,R,0,1,0.0939899,4.55,9.09,0.0,0.0,0.0,0,P0,,,2008,NA
355,R,0,3,0.31152406,0.0,8.33,0.0,8.33,0.0,0,P2,,,2008,NA
356,R,0,1,0.21488851,11.76,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
357,R,0,1,0.20226577,4.55,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
358,R,0,1,0.092041776,5.26,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
359,R,0,1,0.08759558,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
360,R,0,0,0.09482628,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
361,R,0,0,0.06575266,4.55,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
362,R,0,0,0.18743984,0.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
363,R,0,1,0.19828574,3.85,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
364,R,0,2,0.075711705,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
365,R,0,1,0.16200316,4.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
366,R,0,1,0.13587205,4.17,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
367,R,0,0,0.23597716,4.17,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
368,R,0,0,0.0788383,4.55,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
369,R,0,0,0.118629046,10.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
370,R,0,0,0.0932441,0.0,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
371,R,0,0,0.1779559,0.0,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
372,R,0,0,0.16264649,0.0,0.0,0.0,0.0,0.0,0,P3,,,2008,NA
373,R,0,0,0.3047544,0.0,0.0,0.0,0.0,0.0,1,P2,,Republican Out-Group,2008,OutGroup
374,R,0,1,0.19778383,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
375,R,0,0,0.22788224,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
376,R,0,1,0.110064164,3.45,0.0,0.0,0.0,0.0,0,P0,,Republican Out-Group,2008,OutGroup
377,R,0,0,0.167179,11.76,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
378,R,0,0,0.17357643,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
379,R,0,0,0.025745753,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
380,R,0,0,0.03118486,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
381,R,0,0,0.24945302,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
382,R,0,0,0.043034844,4.55,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
383,R,0,0,0.03118486,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
384,R,0,0,0.025745753,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
385,R,0,0,0.026045853,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
386,R,0,0,0.033975575,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
387,R,0,0,0.11738786,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
388,R,0,0,0.07729601,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
389,R,0,0,0.043034844,4.55,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
390,R,0,0,0.03118486,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
391,R,0,0,0.20554999,12.5,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
392,R,0,0,0.20352238,0.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
393,R,0,0,0.03118486,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
394,R,0,0,0.043034844,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
395,R,0,0,0.025745753,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
396,R,0,0,0.025745753,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
397,R,0,0,0.043034844,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
398,R,0,0,0.032703467,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
399,R,0,0,0.22797832,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
400,R,0,0,0.043034844,4.76,0.0,0.0,0.0,0.0,1,P16,,,2008,NA
401,R,0,0,0.032703467,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
402,R,0,0,0.03118486,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
403,R,0,0,0.043034844,4.55,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
404,R,0,0,0.043034844,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
405,R,0,0,0.033975575,4.76,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
406,R,0,0,0.022651862,5.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
407,R,0,1,0.10962036,0.0,0.0,0.0,0.0,0.0,1,P2,,,2008,NA
408,R,0,0,0.06843482,0.0,8.0,0.0,0.0,8.0,0,P10,,,2008,NA
409,R,0,1,0.22444518,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
410,R,0,0,0.10134603,3.85,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
411,R,0,0,0.12266,20.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
412,R,0,0,0.11068544,3.85,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
413,R,0,0,0.10758802,3.85,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
414,R,0,0,0.0687508,3.85,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
415,R,0,0,0.07036354,3.85,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
416,R,0,0,0.22546059,0.0,14.29,0.0,0.0,14.29,0,P0,,,2008,NA
417,R,0,0,0.2799355,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
418,R,0,0,0.23091565,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
419,R,0,0,0.0845728,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
420,R,0,0,0.20959136,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
421,R,0,0,0.118633375,4.0,0.0,0.0,0.0,0.0,0,P11,,,2008,NA
422,R,0,0,0.11854108,8.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
423,R,0,0,0.07170436,0.0,0.0,0.0,0.0,0.0,0,P3,,,2008,NA
424,R,0,0,0.069024496,7.14,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
425,R,0,0,0.046884257,4.35,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
426,R,0,0,0.049284525,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
427,R,0,0,0.072618246,7.69,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
428,R,0,0,0.040668223,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
429,R,0,0,0.07339896,9.09,0.0,0.0,0.0,0.0,1,P2,,,2008,NA
430,R,0,0,0.098191805,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
431,R,0,0,0.15019876,0.0,4.17,0.0,4.17,0.0,0,P15,,,2008,NA
432,R,0,0,0.12574567,4.0,4.0,0.0,0.0,4.0,0,P0,,,2008,NA
433,R,0,0,0.07430931,50.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
434,R,0,1,0.09121983,3.57,0.0,0.0,0.0,0.0,0,P18,,,2008,NA
435,R,0,0,0.12179094,0.0,0.0,0.0,0.0,0.0,0,P18,,,2008,NA
436,R,0,0,0.06588129,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
437,R,0,0,0.14402986,0.0,4.55,0.0,0.0,0.0,0,P0,,,2008,NA
438,R,0,0,0.22514425,5.88,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
439,R,0,1,0.034607552,0.0,4.17,0.0,0.0,0.0,1,P2,,,2008,NA
440,R,0,0,0.13236034,10.0,0.0,0.0,0.0,0.0,0,P20,,,2008,NA
441,R,0,1,0.106204055,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
442,R,0,1,0.42031717,0.0,0.0,0.0,0.0,0.0,0,P19,,Republican Out-Group,2008,OutGroup
443,R,0,2,0.11369871,4.17,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
444,R,0,0,0.045994226,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
445,R,0,0,0.19526635,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
446,R,0,0,0.19526635,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
447,R,0,0,0.17778423,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
448,R,0,0,0.06943395,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
449,R,0,0,0.1224224,0.0,0.0,0.0,0.0,0.0,0,P18,,,2008,NA
450,R,0,0,0.037713967,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
451,R,0,0,0.023210244,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
452,R,0,0,0.17778423,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
453,R,0,0,0.17778423,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
454,R,0,0,0.17778423,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
455,R,0,0,0.17778423,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
456,R,0,0,0.17778423,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
457,R,0,0,0.14414757,12.5,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
458,R,0,0,0.23914944,4.76,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
459,R,0,1,0.039769128,4.17,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
460,R,0,0,0.13729548,8.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
461,R,0,0,0.071039096,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
462,R,0,0,0.12334341,9.09,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
463,R,0,0,0.08007975,0.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
464,R,0,0,0.032600895,9.09,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
465,R,0,0,0.021304509,8.7,0.0,0.0,0.0,0.0,0,P14,,,2008,NA
466,R,0,0,0.11639938,4.35,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
467,R,0,1,0.10896847,0.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
468,R,0,0,0.17778423,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
469,R,0,0,0.17778423,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
470,R,0,0,0.18282099,5.56,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
471,R,0,0,0.05671226,4.55,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
472,R,0,0,0.07539801,0.0,0.0,0.0,0.0,0.0,1,P16,,,2008,NA
473,R,0,4,0.0877747,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
474,R,0,2,0.097395346,3.45,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
475,R,0,0,0.24200067,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
476,R,0,1,0.22098257,12.5,12.5,0.0,12.5,0.0,0,P0,,,2008,NA
477,R,0,0,0.23467356,8.7,4.35,0.0,4.35,0.0,0,P0,,,2008,NA
478,R,0,0,0.10015378,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
479,R,0,2,0.098928176,0.0,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
480,R,0,0,0.07172911,0.0,0.0,0.0,0.0,0.0,1,P16,,,2008,NA
481,R,0,0,0.08453577,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
482,R,0,1,0.16395149,4.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
483,R,0,0,0.049836967,20.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
484,R,0,0,0.0689158,0.0,0.0,0.0,0.0,0.0,0,P3,,,2008,NA
485,R,0,0,0.04630799,4.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
486,R,0,0,0.058104884,3.85,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
487,R,0,0,0.10261527,0.0,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
488,R,0,0,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
489,R,0,0,0.09803697,0.0,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
490,R,0,0,0.014848362,0.0,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
491,R,0,0,0.06957844,0.0,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
492,R,0,0,0.06606646,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
493,R,0,0,0.07951231,9.09,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
494,R,0,0,0.115999445,4.0,0.0,0.0,0.0,0.0,0,P0,,Republican Out-Group,2008,OutGroup
495,R,0,1,0.31435174,10.53,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
496,R,0,0,0.09518439,8.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
497,R,0,0,0.07258057,5.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
498,R,0,0,0.073568344,11.11,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
499,R,0,0,0.18070704,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
500,R,0,0,0.06661998,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
501,R,0,0,0.049971804,12.5,6.25,0.0,0.0,0.0,1,P15,,,2008,NA
502,R,0,0,0.10885472,11.11,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
503,R,0,0,0.16751613,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
504,R,0,0,0.32268715,6.67,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
505,R,0,0,0.120048456,5.88,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
506,R,0,0,0.17186582,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
507,R,0,0,0.24094889,0.0,4.35,4.35,0.0,0.0,1,P8,,Republican Out-Group,2008,OutGroup
508,R,0,0,0.04919677,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
509,R,0,0,0.058940634,0.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
510,R,0,1,0.012987871,14.29,4.76,0.0,4.76,0.0,0,P0,,,2008,NA
511,R,0,4,0.06991412,0.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
512,R,0,1,0.032601867,11.54,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
513,R,0,0,0.20752186,0.0,0.0,0.0,0.0,0.0,1,P11,,,2008,NA
514,R,0,2,0.29864523,4.35,4.35,0.0,0.0,0.0,0,P19,,,2008,NA
515,R,0,0,0.22764978,0.0,5.0,5.0,0.0,0.0,1,P2,,,2008,NA
516,R,0,0,0.108312644,0.0,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
517,R,0,0,0.2824955,10.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
518,R,0,0,0.10580232,8.0,0.0,0.0,0.0,0.0,1,P9,,,2008,NA
519,R,0,0,0.17592907,3.85,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
520,R,0,0,0.053810634,3.85,3.85,0.0,3.85,0.0,0,P16,,,2008,NA
521,R,0,0,0.10720097,8.7,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
522,R,0,0,0.118590556,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
523,R,0,0,0.10472452,10.53,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
524,R,0,0,0.5295228,4.35,4.35,0.0,4.35,0.0,1,P2,,,2008,NA
525,R,0,1,0.09632194,4.17,0.0,0.0,0.0,0.0,0,P3,,,2008,NA
526,R,0,0,0.21133219,9.52,4.76,0.0,0.0,0.0,1,P9,,,2008,NA
527,R,0,0,0.38837543,4.55,9.09,0.0,0.0,0.0,0,P14,,,2008,NA
528,R,0,0,0.122093074,10.0,0.0,0.0,0.0,0.0,1,P9,,,2008,NA
529,R,0,0,0.12318077,0.0,0.0,0.0,0.0,0.0,1,P11,,,2008,NA
530,R,0,0,0.07575523,16.67,8.33,0.0,8.33,0.0,0,P0,,,2008,NA
531,R,0,0,0.15871383,10.53,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
532,R,0,0,0.27792788,0.0,0.0,0.0,0.0,0.0,1,P3,,,2008,NA
533,R,0,0,0.40020669,0.0,0.0,0.0,0.0,0.0,1,P9,,,2008,NA
534,R,0,0,0.04395692,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
535,R,0,1,0.092770346,0.0,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
536,R,0,0,0.2456583,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
537,R,0,0,0.056326956,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican Out-Group,2008,OutGroup
538,R,0,0,0.037506115,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
539,R,0,0,0.4410049,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
540,R,0,0,0.10079694,18.18,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
541,R,0,0,0.06416748,4.55,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
542,R,0,0,0.01439812,4.55,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
543,R,0,0,0.064715564,6.67,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
544,R,0,1,0.027768487,0.0,0.0,0.0,0.0,0.0,1,P16,,,2008,NA
545,R,0,0,0.10642859,0.0,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
546,R,0,0,0.06702096,4.55,0.0,0.0,0.0,0.0,1,P11,,,2008,NA
547,R,0,2,0.093008876,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
548,R,0,0,0.070539385,4.76,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
549,R,0,0,0.2592351,4.17,8.33,0.0,8.33,0.0,1,P11,,,2008,NA
550,R,0,0,0.15866068,9.09,0.0,0.0,0.0,0.0,0,P1,,,2008,NA
551,R,0,0,0.22617055,0.0,4.0,0.0,4.0,0.0,1,P15,,,2008,NA
552,R,0,1,0.2375734,0.0,0.0,0.0,0.0,0.0,1,P3,,,2008,NA
553,R,0,0,0.053511206,16.67,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
554,R,0,0,0.038958713,9.09,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
555,R,0,1,0.6296913,4.35,4.35,0.0,4.35,0.0,1,P18,,,2008,NA
556,R,0,0,0.32148203,8.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
557,R,0,0,0.362255,9.09,9.09,0.0,0.0,0.0,1,P18,,,2008,NA
558,R,0,0,0.08079844,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
559,R,0,0,0.024598671,13.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
560,R,0,0,0.067352265,8.7,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
561,R,0,0,0.049919248,4.76,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
562,R,0,0,0.16799536,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
563,R,0,0,0.1301353,50.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
564,R,0,2,0.61813134,5.0,5.0,0.0,5.0,0.0,1,P1,,,2008,NA
565,R,0,2,0.086539544,13.64,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
566,R,0,0,0.07416069,7.69,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
567,R,0,1,0.14583002,11.54,7.69,0.0,3.85,3.85,0,P0,,,2008,NA
568,R,0,0,0.082512364,12.5,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
569,R,0,0,0.3032624,3.45,3.45,3.45,0.0,0.0,1,P8,,Republican Out-Group,2008,OutGroup
