,cong_position,Retweets,Likes,Incivility,posemo,negemo,anx,anger,sad,is_policy,CAP_Policy,weighted_pol,cat,year,group_status
570,R,0,0,0.061798617,3.85,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
571,R,0,0,0.097113796,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
572,R,0,1,0.14393331,3.85,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
573,R,0,0,0.108666755,3.45,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
574,R,0,0,0.4901543,0.0,12.5,4.17,4.17,0.0,1,P8,,,2008,NA
575,R,0,0,0.46589994,4.17,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
576,R,0,0,0.12083644,13.04,0.0,0.0,0.0,0.0,0,P0,,Republican Out-Group,2008,OutGroup
577,R,0,0,0.108009994,8.7,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
578,R,0,0,0.11031744,8.7,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
579,R,0,0,0.31603363,11.11,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
580,R,0,0,0.12752658,10.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
581,R,0,0,0.21255039,0.0,0.0,0.0,0.0,0.0,1,P0,,Republican Out-Group,2008,OutGroup
582,R,0,0,0.15470883,16.67,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
583,R,0,0,0.36862215,0.0,0.0,0.0,0.0,0.0,1,P8,,Republican In-Group,2008,InGroup
584,R,0,0,0.18148115,5.88,5.88,0.0,0.0,5.88,1,P14,,,2008,NA
585,R,0,0,0.107447274,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
586,R,0,0,0.06308185,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
587,R,0,0,0.1615428,21.74,4.35,0.0,0.0,0.0,1,P14,,,2008,NA
588,R,0,0,0.07778354,25.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
589,R,0,0,0.12183775,4.55,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
590,R,0,0,0.11899028,16.67,0.0,0.0,0.0,0.0,1,P5,,,2008,NA
591,R,0,0,0.26404923,11.54,0.0,0.0,0.0,0.0,1,P5,,,2008,NA
592,R,0,0,0.12027617,4.76,0.0,0.0,0.0,0.0,1,P11,,,2008,NA
593,R,0,0,0.08510367,5.56,5.56,0.0,5.56,0.0,0,P9,,,2008,NA
594,R,0,0,0.30583423,4.0,4.0,0.0,0.0,4.0,1,P14,,,2008,NA
595,R,0,0,0.10790732,16.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
596,R,0,0,0.337303,0.0,8.0,0.0,0.0,0.0,1,P14,,,2008,NA
597,R,0,0,0.0744992,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
598,R,0,0,0.04804997,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
599,R,0,0,0.099473715,3.7,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
600,R,0,0,0.1106329,0.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
601,R,0,3,0.17855005,11.54,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
602,R,0,0,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
603,R,0,0,0.06539581,8.7,4.35,0.0,0.0,0.0,1,P1,,,2008,NA
604,R,0,1,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
605,R,0,0,0.10728739,9.52,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
606,R,0,0,0.21832621,7.69,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
607,R,0,0,0.34820536,4.17,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
608,R,0,1,0.08822205,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
609,R,0,0,0.054429904,50.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
610,R,0,0,0.36201853,7.69,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
611,R,0,0,0.19469452,10.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
612,R,0,0,0.08249298,50.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
613,R,0,0,0.2764308,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
614,R,0,0,0.22087558,0.0,5.0,0.0,0.0,0.0,1,P14,,,2008,NA
615,R,0,0,0.5319747,3.7,3.7,0.0,3.7,0.0,0,P0,,,2008,NA
616,R,0,1,0.20000899,0.0,0.0,0.0,0.0,0.0,1,P14,,,2008,NA
617,R,0,0,0.06787093,0.0,0.0,0.0,0.0,0.0,1,P3,,,2008,NA
618,R,0,1,0.06587784,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
619,R,0,1,0.13998573,3.7,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
620,R,0,1,0.067491464,5.56,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
621,R,0,0,0.074497625,11.11,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
622,R,0,0,0.045479015,16.0,0.0,0.0,0.0,0.0,0,P14,,,2008,NA
623,R,0,1,0.09731764,0.0,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
624,R,0,0,0.040975064,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
625,R,0,0,0.38200498,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
626,R,0,0,0.28257892,0.0,4.17,0.0,0.0,0.0,1,P8,,,2008,NA
627,R,0,0,0.11934441,0.0,4.0,0.0,0.0,0.0,1,P1,,,2008,NA
628,R,0,0,0.09393839,8.7,4.35,0.0,0.0,4.35,1,P8,,,2008,NA
629,R,0,0,0.21287917,4.0,4.0,0.0,0.0,0.0,1,P15,,,2008,NA
630,R,0,0,0.15761437,8.7,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
631,R,0,0,0.10443632,8.0,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
632,R,0,1,0.20495771,5.0,0.0,0.0,0.0,0.0,0,P1,,,2008,NA
633,R,0,1,0.11052496,21.05,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
634,R,0,0,0.16084921,0.0,4.55,0.0,0.0,0.0,0,P0,,,2008,NA
635,R,0,1,0.12144658,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
636,R,0,1,0.07895347,4.35,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
637,R,0,0,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
638,R,0,2,0.063521326,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican Out-Group,2008,OutGroup
639,R,0,3,0.25755823,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
640,R,0,0,0.029440345,6.25,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
641,R,0,0,0.058738902,0.0,0.0,0.0,0.0,0.0,0,P14,,,2008,NA
642,R,0,0,0.075930715,6.67,0.0,0.0,0.0,0.0,1,P10,,,2008,NA
643,R,0,0,0.21832134,5.88,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
644,R,0,0,0.19958228,5.26,5.26,0.0,0.0,0.0,1,P18,,Republican Out-Group,2008,OutGroup
645,R,0,0,0.07815355,12.5,0.0,0.0,0.0,0.0,1,P7,,,2008,NA
646,R,0,1,0.24178047,4.55,0.0,0.0,0.0,0.0,1,P7,,,2008,NA
647,R,0,1,0.3619724,4.76,4.76,0.0,0.0,0.0,1,P7,,Republican Out-Group,2008,OutGroup
648,R,0,1,0.11250455,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
649,R,0,0,0.18704785,3.85,3.85,0.0,3.85,0.0,1,P15,,,2008,NA
650,R,0,0,0.12057594,12.5,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
651,R,0,0,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
652,R,0,0,0.12907673,0.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
653,R,0,0,0.063149445,4.17,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
654,R,0,0,0.05585293,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
655,R,0,1,0.43347546,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
656,R,0,1,0.11495387,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
657,R,0,0,0.16364153,0.0,6.25,0.0,0.0,6.25,0,P0,,,2008,NA
658,R,0,0,0.07123651,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican Out-Group,2008,OutGroup
659,R,0,0,0.06469918,0.0,4.0,0.0,0.0,0.0,0,P0,,,2008,NA
660,R,0,0,0.08034362,12.5,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
661,R,0,0,0.124460764,4.35,4.35,0.0,0.0,0.0,0,P0,,,2008,NA
662,R,0,0,0.09293221,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican Out-Group,2008,OutGroup
663,R,0,0,0.1508114,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
664,R,0,0,0.18369903,4.17,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
665,R,0,0,0.19718648,10.53,5.26,0.0,5.26,0.0,1,P8,,,2008,NA
666,R,0,0,0.106073484,7.14,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
667,R,0,1,0.3214617,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
668,R,0,0,0.15749018,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
669,R,0,0,0.017156335,26.32,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
670,R,0,0,0.10756749,4.35,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
671,R,0,0,0.37264234,4.17,4.17,0.0,4.17,0.0,1,P8,,,2008,NA
672,R,0,0,0.21985716,3.7,3.7,0.0,0.0,0.0,1,P8,,,2008,NA
673,R,0,0,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
674,R,0,0,0.10291845,6.25,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
675,R,0,0,0.21646906,4.17,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
676,R,0,0,0.20229891,0.0,0.0,0.0,0.0,0.0,1,P10,,,2008,NA
677,R,0,0,0.100395754,4.0,0.0,0.0,0.0,0.0,1,P2,,,2008,NA
678,R,0,0,0.20186326,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
679,R,0,0,0.06991778,0.0,0.0,0.0,0.0,0.0,0,P14,,,2008,NA
680,R,0,1,0.17654572,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
681,R,0,0,0.055054784,0.0,0.0,0.0,0.0,0.0,0,P14,,,2008,NA
682,R,0,0,0.24847005,8.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
683,R,0,0,0.08809785,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
684,R,0,0,0.092969224,4.0,0.0,0.0,0.0,0.0,1,P1,,,2008,NA
685,R,0,0,0.028746573,12.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
686,R,0,0,0.031460647,12.5,0.0,0.0,0.0,0.0,1,P15,,,2008,NA
687,R,0,0,0.04428855,16.67,0.0,0.0,0.0,0.0,1,P15,,,2008,NA
688,R,0,0,0.08216795,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
689,R,0,0,0.08216795,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
690,R,0,0,0.09366876,0.0,0.0,0.0,0.0,0.0,1,P8,,Republican Out-Group,2008,OutGroup
691,R,0,1,0.19023895,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
692,R,0,0,0.21096139,0.0,8.0,4.0,4.0,0.0,1,P16,,,2008,NA
693,R,0,0,0.1750169,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
694,R,0,0,0.047122706,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
695,R,0,0,0.21350208,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
696,R,0,0,0.1277469,0.0,0.0,0.0,0.0,0.0,0,P3,,,2008,NA
697,R,0,0,0.20371324,3.85,3.85,0.0,3.85,0.0,0,P8,,Republican Out-Group,2008,OutGroup
698,R,0,0,0.110065706,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
699,R,0,0,0.111848876,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
700,R,0,0,0.09439325,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
701,R,0,0,0.14929174,0.0,0.0,0.0,0.0,0.0,0,P6,,,2008,NA
702,R,0,0,0.06939079,11.76,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
703,R,0,0,0.06598831,4.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
704,R,0,0,0.12546052,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
705,R,0,0,0.091580756,3.57,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
706,R,0,0,0.06694871,7.69,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
707,R,0,0,0.22022618,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
708,R,0,0,0.11370965,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
709,R,0,2,0.15693957,8.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
710,R,0,1,0.16470836,0.0,0.0,0.0,0.0,0.0,0,P0,,Republican In-Group,2008,InGroup
711,R,0,1,0.08701857,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
712,R,0,1,0.2066089,8.7,0.0,0.0,0.0,0.0,1,P2,,,2008,NA
713,R,0,0,0.05347932,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
714,R,0,0,0.105057694,7.69,3.85,0.0,0.0,0.0,0,P0,,,2008,NA
715,R,0,0,0.11160367,25.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
716,R,0,1,0.082049526,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
717,R,0,0,0.10037302,4.35,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
718,R,0,0,0.071707584,16.67,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
719,R,0,0,0.117229864,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
720,R,0,1,0.16406344,16.67,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
721,R,0,0,0.11001169,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
722,R,0,1,0.06487471,4.35,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
723,R,0,3,0.08197548,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
724,R,0,1,0.27418792,0.0,9.09,0.0,9.09,0.0,1,P19,,,2008,NA
725,R,0,0,0.15394667,0.0,4.0,0.0,4.0,0.0,1,P8,,,2008,NA
726,R,0,5,0.5035858,0.0,4.0,0.0,4.0,0.0,0,P19,,,2008,NA
727,R,0,1,0.27879187,0.0,10.0,0.0,10.0,0.0,1,P19,,,2008,NA
728,R,0,0,0.18045056,5.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
729,R,0,0,0.11598923,0.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
730,R,0,0,0.08147048,0.0,4.76,0.0,0.0,0.0,1,P1,,,2008,NA
731,R,0,0,0.050424147,11.11,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
732,R,0,0,0.22471745,0.0,0.0,0.0,0.0,0.0,1,P4,,,2008,NA
733,R,0,1,0.06690387,0.0,5.0,0.0,0.0,0.0,1,P14,,,2008,NA
734,R,0,0,0.084549144,0.0,3.85,0.0,0.0,3.85,0,P14,,,2008,NA
735,R,0,0,0.25304303,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
736,R,0,0,0.23555575,12.0,0.0,0.0,0.0,0.0,0,P15,,,2008,NA
737,R,0,1,0.17742854,5.88,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
738,R,0,1,0.17821701,4.76,4.76,0.0,0.0,0.0,0,P0,,,2008,NA
739,R,0,0,0.098177284,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
740,R,0,0,0.12214162,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
741,R,0,0,0.07466566,0.0,0.0,0.0,0.0,0.0,0,P2,,,2008,NA
742,R,0,0,0.25209442,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
743,R,0,0,0.0333045,4.55,4.55,4.55,0.0,0.0,0,P2,,,2008,NA
744,R,0,0,0.12071994,8.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
745,R,0,0,0.25693932,0.0,0.0,0.0,0.0,0.0,0,P11,,,2008,NA
746,R,0,0,0.1137152,7.14,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
747,R,0,0,0.16606632,3.85,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
748,R,0,0,0.4351165,8.33,8.33,0.0,4.17,0.0,1,P18,,,2008,NA
749,R,0,0,0.04640296,9.09,0.0,0.0,0.0,0.0,0,P8,,,2008,NA
750,R,0,1,0.20619993,8.7,4.35,0.0,4.35,0.0,0,P0,,,2008,NA
751,R,0,0,0.07474542,5.56,0.0,0.0,0.0,0.0,1,P16,,,2008,NA
752,R,0,0,0.19141765,12.0,4.0,0.0,0.0,0.0,0,P0,,,2008,NA
753,R,0,0,0.092820235,6.25,0.0,0.0,0.0,0.0,1,P10,,,2008,NA
754,R,0,0,0.13355167,11.76,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
755,R,0,0,0.40299785,4.76,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
756,R,0,0,0.2326952,8.33,8.33,0.0,0.0,8.33,0,P0,,,2008,NA
757,R,0,0,0.121750064,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
758,R,0,1,0.08814205,10.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
759,R,0,1,0.06881168,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
760,R,0,0,0.08115056,12.5,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
761,R,0,0,0.09983297,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
762,R,0,0,0.1278659,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
763,R,0,0,0.097139634,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
764,R,0,0,0.17802764,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
765,R,0,0,0.11926528,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
766,R,0,0,0.16121185,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
767,R,0,0,0.0692327,9.09,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
768,R,0,0,0.21170288,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
769,R,0,0,0.08904199,5.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
770,R,0,1,0.08904199,5.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
771,R,0,0,0.121867105,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
772,R,0,0,0.10947747,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
773,R,0,0,0.07291588,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
774,R,0,0,0.15904108,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
775,R,0,0,0.105313286,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
776,R,0,0,0.07562153,14.29,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
777,R,0,0,0.15916215,14.29,0.0,0.0,0.0,0.0,0,P13,,,2008,NA
778,R,0,1,0.10600532,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
779,R,0,0,0.05679701,0.0,0.0,0.0,0.0,0.0,0,P16,,,2008,NA
780,R,0,3,0.096951805,9.09,0.0,0.0,0.0,0.0,1,P16,,,2008,NA
781,R,0,0,0.05495783,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
782,R,0,1,0.08050988,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
783,R,0,3,0.047428023,8.0,0.0,0.0,0.0,0.0,0,P16,,Republican Out-Group,2008,OutGroup
784,R,0,1,0.117182516,5.26,0.0,0.0,0.0,0.0,1,P1,,Republican Out-Group,2008,OutGroup
785,R,0,0,0.11133947,0.0,0.0,0.0,0.0,0.0,1,P10,,,2008,NA
786,R,0,1,0.087808296,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
787,R,0,0,0.04470309,8.7,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
788,R,0,0,0.12002203,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
789,R,0,1,0.33873218,5.88,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
790,R,0,0,0.09590471,4.55,4.55,0.0,0.0,4.55,0,P0,,,2008,NA
791,R,0,0,0.43975645,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
792,R,0,1,0.116655834,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
793,R,0,0,0.060887393,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
794,R,0,0,0.010251516,26.09,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
795,R,0,0,0.028517684,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
796,R,0,0,0.06124227,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
797,R,0,0,0.037103087,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
798,R,0,0,0.11847344,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
799,R,0,1,0.11386531,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
800,R,0,0,0.11139767,3.85,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
801,R,0,0,0.37241843,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
802,R,0,0,0.20201917,0.0,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
803,R,0,0,0.07473363,4.76,0.0,0.0,0.0,0.0,1,P16,,,2008,NA
804,R,0,0,0.10297844,4.76,0.0,0.0,0.0,0.0,1,P16,,,2008,NA
805,R,0,0,0.13992596,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
806,R,0,0,0.11981785,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
807,R,0,0,0.18252614,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
808,R,0,0,0.08380345,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
809,R,0,0,0.14600128,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
810,R,0,0,0.11979881,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
811,R,0,0,0.10297844,4.76,0.0,0.0,0.0,0.0,1,P16,,,2008,NA
812,R,0,0,0.07026073,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
813,R,0,1,0.030301198,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
814,R,0,0,0.08085839,4.17,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
815,R,0,0,0.19738944,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
816,R,0,0,0.117229864,33.33,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
817,R,0,0,0.08555254,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
818,R,0,0,0.10786782,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
819,R,0,0,0.11276461,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
820,R,0,0,0.08020616,4.55,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
821,R,0,0,0.16308132,3.7,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
822,R,0,0,0.12391967,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
823,R,0,0,0.08085839,4.17,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
824,R,0,0,0.105772905,0.0,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
825,R,0,0,0.1170294,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
826,R,0,0,0.23994249,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
827,R,0,0,0.03343344,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
828,R,0,0,0.013291201,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
829,R,0,0,0.015885808,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
830,R,0,0,0.045151427,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
831,R,0,0,0.010219179,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
832,R,0,0,0.06509821,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
833,R,0,0,0.019460492,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
834,R,0,0,0.20562,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
835,R,0,0,0.08760678,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
836,R,0,0,0.11356509,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
837,R,0,0,0.08367652,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
838,R,0,0,0.071902506,7.14,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
839,R,0,0,0.07682299,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
840,R,0,0,0.13470462,0.0,0.0,0.0,0.0,0.0,1,P10,,,2008,NA
841,R,0,0,0.067193836,4.35,8.7,0.0,8.7,0.0,0,P0,,,2008,NA
842,R,0,0,0.07034993,0.0,0.0,0.0,0.0,0.0,0,P18,,,2008,NA
843,R,0,1,0.07275772,0.0,4.35,0.0,0.0,0.0,1,P1,,,2008,NA
844,R,0,0,0.07026724,16.67,0.0,0.0,0.0,0.0,1,P8,,,2008,NA
845,R,0,0,0.07100788,4.76,0.0,0.0,0.0,0.0,1,P8,,Republican In-Group,2008,InGroup
846,R,0,0,0.09280927,7.14,0.0,0.0,0.0,0.0,1,P8,,Republican Out-Group,2008,OutGroup
847,R,0,0,0.124405116,7.69,7.69,0.0,0.0,0.0,1,P15,,,2008,NA
848,R,0,0,0.06883475,14.29,4.76,4.76,0.0,0.0,0,P0,,,2008,NA
849,R,0,0,0.06473989,20.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
850,R,0,0,0.07127918,4.17,0.0,0.0,0.0,0.0,0,P19,,,2008,NA
851,R,0,0,0.24467434,9.09,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
852,R,0,0,0.0717067,0.0,4.35,0.0,0.0,4.35,0,P0,,,2008,NA
853,R,0,1,0.36724806,0.0,0.0,0.0,0.0,0.0,0,P0,,,2008,NA
854,R,0,0,0.24705142,8.33,0.0,0.0,0.0,0.0,1,P15,,,2008,NA
855,R,0,0,0.15648262,0.0,4.0,4.0,0.0,0.0,1,P1,,,2008,NA
856,R,0,0,0.12988357,0.0,0.0,0.0,0.0,0.0,1,P13,,,2008,NA
857,R,0,0,0.09379378,0.0,0.0,0.0,0.0,0.0,1,P13,,,2008,NA
858,R,0,0,0.12122753,0.0,4.35,0.0,0.0,0.0,1,P14,,,2008,NA
859,R,0,0,0.38183194,0.0,0.0,0.0,0.0,0.0,1,P19,,,2008,NA
860,R,0,0,0.19684356,0.0,3.85,0.0,0.0,0.0,1,P13,,,2008,NA
861,R,0,0,0.2796043,0.0,4.17,0.0,0.0,0.0,1,P19,,,2008,NA
