,rt_userid,cong_original_ID,overall,max_pol,weighted_pol,weighted_pol_binary,pol_count,congressperson,Incivility,cong_position,is_policy,CAP_Policy,cat
443,770865,45579748365180896,0.86,-1.0,-0.6000000000000001,-0.6,10.0,RepKucinich,0.087036625,D,1,15,
444,771158,45579748365180896,0.81,-1.0,-0.7777777777777778,-0.6666666666666667,9.0,RepKucinich,0.087036625,D,1,15,
445,870647,45579748365180896,0.68,-1.0,-0.7500000000000001,-0.6666666666666666,12.0,RepKucinich,0.087036625,D,1,15,
446,393106,45579748365180896,0.59,-1.0,-0.875,-0.75,8.0,RepKucinich,0.087036625,D,1,15,
447,856626,45579748365180896,0.59,-1.0,-0.8571428571428571,-0.7142857142857143,7.0,RepKucinich,0.087036625,D,1,15,
448,811047,45579748365180896,0.56,-2.0,-1.0,-0.6666666666666666,3.0,RepKucinich,0.087036625,D,1,15,
449,373452,45579748365180896,0.53,-2.0,-0.9430379746835443,-0.6170886075949367,316.0,RepKucinich,0.087036625,D,1,15,
450,492708,45579748365180896,0.07,-2.0,-1.1777777777777778,-0.782716049382716,405.0,RepKucinich,0.087036625,D,1,15,
451,343447,45579748365180896,0.69,-1.0,-0.8571428571428571,-0.7142857142857143,7.0,RepKucinich,0.087036625,D,1,15,
452,876262,45579748365180896,0.32,0.0,-0.75,-0.5,4.0,RepKucinich,0.087036625,D,1,15,
453,425362,45579748365180896,0.7,-2.0,-2.0,-1.0,1.0,RepKucinich,0.087036625,D,1,15,
454,847057,45579748365180896,0.81,-1.0,-1.0,-0.75,4.0,RepKucinich,0.087036625,D,1,15,
455,358638,45579748365180896,0.85,-2.0,-1.2000000000000002,-0.8,5.0,RepKucinich,0.087036625,D,1,15,
456,369358,45579748365180896,0.62,0.0,-0.8571428571428571,-0.5714285714285714,7.0,RepKucinich,0.087036625,D,1,15,
457,872338,45579748365180896,0.81,-1.0,-0.8,-0.6,5.0,RepKucinich,0.087036625,D,1,15,
458,818574,45579748365180896,0.67,-1.0,-0.7857142857142857,-0.6428571428571429,14.0,RepKucinich,0.087036625,D,1,15,
459,692144,45579748365180896,0.86,-1.0,-0.7857142857142857,-0.6428571428571429,14.0,RepKucinich,0.087036625,D,1,15,
460,748566,45579748365180896,0.74,-1.0,-0.8235294117647058,-0.7058823529411764,17.0,RepKucinich,0.087036625,D,1,15,
461,890402,45579748365180896,0.6,0.0,-0.6666666666666666,-0.5,6.0,RepKucinich,0.087036625,D,1,15,
462,681468,45579748365180896,0.61,0.0,-0.6666666666666666,-0.5,6.0,RepKucinich,0.087036625,D,1,15,
463,835894,45579748365180896,0.54,-1.0,-0.6666666666666665,-0.4444444444444445,9.0,RepKucinich,0.087036625,D,1,15,
464,205269,45579748365180896,0.26,-1.0,-0.6666666666666667,-0.5555555555555556,9.0,RepKucinich,0.087036625,D,1,15,
465,411005,45579748365180896,0.6,-1.0,-0.8895966029723992,-0.643312101910828,471.0,RepKucinich,0.087036625,D,1,15,
466,669254,45579748365180896,0.2,-1.0,-0.5028901734104045,-0.4913294797687861,173.0,RepKucinich,0.087036625,D,1,15,
467,1175699,45579748365180896,0.85,-1.0,0.3333333333333333,0.1111111111111111,9.0,RepKucinich,0.087036625,D,1,15,
468,434155,45579748365180896,0.08,-1.0,-0.4313725490196078,-0.49019607843137253,51.0,RepKucinich,0.087036625,D,1,15,
469,396482,45579748365180896,0.17,-1.0,-0.8592964824120604,-0.6281407035175879,199.0,RepKucinich,0.087036625,D,1,15,
470,516844,45579748365180896,0.15,-2.0,-1.0873786407766992,-0.7281553398058253,103.0,RepKucinich,0.087036625,D,1,15,
471,257636,45579748365180896,0.69,-1.0,-0.9096671949286846,-0.6465927099841521,631.0,RepKucinich,0.087036625,D,1,15,
472,1041709,45587974569734096,0.36,-1.0,-0.9182692307692308,-0.6842948717948718,624.0,alfranken,0.0659583,D,0,0,Democrat In-Group
473,185030,45587974569734096,0.13,-2.0,-1.293103448275862,-0.8448275862068966,58.0,alfranken,0.0659583,D,0,0,Democrat In-Group
474,1065582,45587974569734096,0.04,-2.0,-1.1717791411042944,-0.7852760736196319,163.0,alfranken,0.0659583,D,0,0,Democrat In-Group
475,184959,45587974569734096,0.87,-1.0,-0.6095238095238096,-0.5523809523809524,105.0,alfranken,0.0659583,D,0,0,Democrat In-Group
476,36897,45587974569734096,0.13,-1.0,-0.46666666666666673,-0.4555555555555556,90.0,alfranken,0.0659583,D,0,0,Democrat In-Group
477,591559,45587974569734096,0.24,-1.0,-0.8490566037735849,-0.7358490566037735,53.0,alfranken,0.0659583,D,0,0,Democrat In-Group
478,435396,45587974569734096,0.89,-2.0,-1.2007722007722008,-0.8069498069498069,259.0,alfranken,0.0659583,D,0,0,Democrat In-Group
479,274781,45587974569734096,0.21,-1.0,-1.1133333333333333,-0.78,450.0,alfranken,0.0659583,D,0,0,Democrat In-Group
480,334289,65576541391814704,0.26,0.0,0.0,0.0,1.0,RepGaryAckerman,0.19674459,D,0,0,Democrat In-Group
481,618147,56041193414475800,0.14,0.0,-0.7647058823529412,-0.47058823529411764,17.0,Jim_Moran,0.11612016,D,1,19,
482,748746,56041193414475800,0.01,-1.0,-1.0994475138121547,-0.8176795580110496,181.0,Jim_Moran,0.11612016,D,1,19,
483,432500,56041193414475800,0.73,-1.0,-0.8269230769230768,-0.673076923076923,52.0,Jim_Moran,0.11612016,D,1,19,
484,645690,45932989112266800,0.96,,,,,USRepMikeDoyle,0.119401604,D,1,16,
485,211662,45932989112266800,0.0,-1.0,-0.4520547945205479,-0.4520547945205479,73.0,USRepMikeDoyle,0.119401604,D,1,16,
486,641319,45932989112266800,0.07,0.0,-0.14383561643835616,-0.17123287671232876,146.0,USRepMikeDoyle,0.119401604,D,1,16,
487,336911,45932989112266800,0.0,-1.0,-1.3333333333333333,-1.0,3.0,USRepMikeDoyle,0.119401604,D,1,16,
488,507725,45932989112266800,0.14,2.0,1.2315112540192925,0.54983922829582,311.0,USRepMikeDoyle,0.119401604,D,1,16,
489,918485,45932989112266800,0.48,0.0,-0.33766233766233766,-0.2987012987012987,77.0,USRepMikeDoyle,0.119401604,D,1,16,
490,603564,66230688403308496,0.26,0.0,0.0,0.0,1.0,DorisMatsui,0.091083005,D,1,10,
491,306878,46247735250272304,0.03,0.0,0.0,0.0,1.0,RepMikeHonda,0.09518882,D,1,18,
492,382334,46247735250272304,0.03,0.0,0.0,0.0,2.0,RepMikeHonda,0.09518882,D,1,18,
493,280594,46247735250272304,0.12,-1.0,-0.6086956521739131,-0.6521739130434783,23.0,RepMikeHonda,0.09518882,D,1,18,
494,543662,46247735250272304,0.93,,,,,RepMikeHonda,0.09518882,D,1,18,
495,483130,46247735250272304,0.06,-1.0,-0.8487654320987655,-0.6820987654320988,324.0,RepMikeHonda,0.09518882,D,1,18,
496,505112,46247735250272304,0.08,-1.0,-1.0256410256410255,-0.6923076923076923,39.0,RepMikeHonda,0.09518882,D,1,18,
497,362135,27456197070168100,0.06,0.0,-0.27007299270072993,-0.18248175182481752,137.0,RepKucinich,0.1006842,D,1,3,
498,296057,27456197070168100,0.25,-1.0,-0.5701986754966887,-0.6066225165562914,1510.0,RepKucinich,0.1006842,D,1,3,
499,326260,27504750178078700,0.61,-2.0,-1.3478260869565217,-0.8217391304347826,230.0,alfranken,0.11803636,D,1,16,
500,383943,27504750178078700,0.21,-2.0,-1.4477611940298505,-0.9029850746268656,134.0,alfranken,0.11803636,D,1,16,
501,395193,27504750178078700,0.16,2.0,0.5,0.0,2.0,alfranken,0.11803636,D,1,16,
502,282414,27504750178078700,0.15,-1.0,-0.5862068965517241,-0.48275862068965514,58.0,alfranken,0.11803636,D,1,16,
503,855016,27504750178078700,0.08,0.0,-0.3333333333333333,-0.3333333333333333,3.0,alfranken,0.11803636,D,1,16,
504,678060,27504750178078700,0.01,-1.0,-0.92,-0.72,25.0,alfranken,0.11803636,D,1,16,
505,973894,27504750178078700,0.06,-1.0,-0.5555555555555556,-0.5925925925925926,27.0,alfranken,0.11803636,D,1,16,
506,1188710,27504750178078700,0.26,-1.0,-1.0569105691056913,-0.7886178861788619,123.0,alfranken,0.11803636,D,1,16,
507,123817,27504750178078700,0.07,-1.0,-1.0,-1.0,1.0,alfranken,0.11803636,D,1,16,
508,499450,27504750178078700,0.07,-2.0,-1.4848484848484849,-0.7878787878787878,33.0,alfranken,0.11803636,D,1,16,
509,444491,27504750178078700,0.02,-1.0,-0.8333333333333333,-0.6666666666666667,12.0,alfranken,0.11803636,D,1,16,
510,1533729,27504750178078700,0.02,-2.0,-1.1666666666666665,-0.6666666666666667,6.0,alfranken,0.11803636,D,1,16,
511,139574,27504750178078700,0.1,-1.0,-1.0869565217391304,-0.8695652173913043,23.0,alfranken,0.11803636,D,1,16,
512,336295,27504750178078700,0.05,0.0,-0.5172413793103449,-0.3793103448275862,87.0,alfranken,0.11803636,D,1,16,
513,970245,27504750178078700,0.05,0.0,-0.5,-0.5,2.0,alfranken,0.11803636,D,1,16,
514,1055753,27504750178078700,0.14,-1.0,-1.0714285714285714,-0.7999999999999999,70.0,alfranken,0.11803636,D,1,16,
515,1180683,27504750178078700,0.07,-1.0,-0.6666666666666667,-0.611111111111111,18.0,alfranken,0.11803636,D,1,16,
516,1198309,27504750178078700,0.06,-1.0,0.0,-0.3333333333333333,3.0,alfranken,0.11803636,D,1,16,
517,273013,27504750178078700,0.02,-1.0,-0.6216216216216217,-0.6216216216216216,37.0,alfranken,0.11803636,D,1,16,
518,316639,27504750178078700,0.04,-1.0,-1.0,-0.7419354838709677,31.0,alfranken,0.11803636,D,1,16,
519,220069,27504750178078700,0.03,-1.0,-0.04444444444444448,-0.19999999999999998,45.0,alfranken,0.11803636,D,1,16,
520,270045,27504750178078700,0.7,,,,,alfranken,0.11803636,D,1,16,
521,158801,27504750178078700,0.03,-1.0,-1.2222222222222223,-0.8395061728395061,81.0,alfranken,0.11803636,D,1,16,
522,262717,27504750178078700,0.62,-1.0,-1.0,-1.0,1.0,alfranken,0.11803636,D,1,16,
523,1030917,27504750178078700,0.02,0.0,0.0,0.0,1.0,alfranken,0.11803636,D,1,16,
524,202488,27504750178078700,0.03,-2.0,-0.9523809523809526,-0.6190476190476191,42.0,alfranken,0.11803636,D,1,16,
525,378674,27504750178078700,0.27,-1.0,-1.112676056338028,-0.8215962441314555,213.0,alfranken,0.11803636,D,1,16,
526,1484663,27504750178078700,0.0,-1.0,-1.1621621621621623,-0.8108108108108107,37.0,alfranken,0.11803636,D,1,16,
527,644214,27504750178078700,0.0,-1.0,-0.8571428571428571,-0.6734693877551021,49.0,alfranken,0.11803636,D,1,16,
528,266297,27504750178078700,0.61,-1.0,-1.3201058201058202,-0.9656084656084656,378.0,alfranken,0.11803636,D,1,16,
529,1322171,27504750178078700,0.0,,,,,alfranken,0.11803636,D,1,16,
530,296047,27504750178078700,0.03,-1.0,-0.6470588235294118,-0.6470588235294117,17.0,alfranken,0.11803636,D,1,16,
531,43812,27504750178078700,0.0,-1.0,-0.9655172413793104,-0.6551724137931034,29.0,alfranken,0.11803636,D,1,16,
532,338478,27504750178078700,0.02,-1.0,-1.2884615384615385,-0.9423076923076923,52.0,alfranken,0.11803636,D,1,16,
533,754280,27504750178078700,0.03,-1.0,-1.0,-1.0,1.0,alfranken,0.11803636,D,1,16,
534,941526,27504750178078700,0.01,-2.0,-1.5,-1.0,8.0,alfranken,0.11803636,D,1,16,
535,283582,27504750178078700,0.04,-1.0,-0.8588235294117647,-0.7294117647058823,85.0,alfranken,0.11803636,D,1,16,
536,148470,27504750178078700,0.0,-1.0,-0.8888888888888888,-0.6296296296296295,27.0,alfranken,0.11803636,D,1,16,
537,330333,27504750178078700,0.26,-1.0,-1.097560975609756,-0.8109756097560975,164.0,alfranken,0.11803636,D,1,16,
538,1174949,27504750178078700,0.37,-1.0,-0.75,-0.5,4.0,alfranken,0.11803636,D,1,16,
539,1171786,27504750178078700,0.83,-1.0,-1.0888888888888888,-0.8088888888888889,225.0,alfranken,0.11803636,D,1,16,
540,408643,27504750178078700,0.23,-1.0,-1.015625,-0.796875,64.0,alfranken,0.11803636,D,1,16,
541,134874,27504750178078700,0.7,-1.0,-1.0,-1.0,3.0,alfranken,0.11803636,D,1,16,
542,969285,27504750178078700,0.0,-2.0,-1.0,-0.625,8.0,alfranken,0.11803636,D,1,16,
543,391348,27504750178078700,0.01,-1.0,-1.2291666666666665,-0.8333333333333334,48.0,alfranken,0.11803636,D,1,16,
544,323202,27504750178078700,0.06,-1.0,-1.126666666666667,-0.8333333333333334,150.0,alfranken,0.11803636,D,1,16,
545,345981,27504750178078700,0.06,-1.0,-0.844632768361582,-0.7288135593220338,354.0,alfranken,0.11803636,D,1,16,
546,518507,27504750178078700,0.2,-1.0,-1.0,-1.0,7.0,alfranken,0.11803636,D,1,16,
547,268772,27504750178078700,0.01,-1.0,-0.9056603773584906,-0.7547169811320755,106.0,alfranken,0.11803636,D,1,16,
548,311984,27504750178078700,0.01,-1.0,-1.2857142857142856,-0.8714285714285714,70.0,alfranken,0.11803636,D,1,16,
549,1164886,27504750178078700,0.71,-1.0,-0.9310344827586208,-0.7241379310344828,29.0,alfranken,0.11803636,D,1,16,
550,526706,27504750178078700,0.06,-1.0,-1.09375,-0.8125,32.0,alfranken,0.11803636,D,1,16,
551,1088373,27504750178078700,0.02,-1.0,-0.998027613412229,-0.7140039447731755,507.0,alfranken,0.11803636,D,1,16,
552,326948,27504750178078700,0.0,-1.0,-0.537037037037037,-0.5185185185185185,54.0,alfranken,0.11803636,D,1,16,
553,154635,27504750178078700,0.02,-1.0,-1.0689655172413792,-0.896551724137931,58.0,alfranken,0.11803636,D,1,16,
554,129730,27504750178078700,0.13,,,,,alfranken,0.11803636,D,1,16,
555,364589,27504750178078700,0.22,-1.0,-1.0209790209790208,-0.7902097902097902,143.0,alfranken,0.11803636,D,1,16,
556,207753,27504750178078700,0.17,-1.0,-0.7777777777777778,-0.6527777777777777,72.0,alfranken,0.11803636,D,1,16,
557,288082,27504750178078700,0.05,-1.0,-1.0,-0.75,4.0,alfranken,0.11803636,D,1,16,
558,328822,27504750178078700,0.0,-1.0,-0.826923076923077,-0.7307692307692307,52.0,alfranken,0.11803636,D,1,16,
559,443298,27504750178078700,0.41,-2.0,-1.662551440329218,-0.9897119341563786,486.0,alfranken,0.11803636,D,1,16,
560,754835,27504750178078700,0.24,0.0,0.0,0.0,1.0,alfranken,0.11803636,D,1,16,
561,373171,27504750178078700,0.17,-1.0,-1.0094451003541913,-0.9846517119244392,847.0,alfranken,0.11803636,D,1,16,
562,169691,27504750178078700,0.02,-1.0,-0.72,-0.76,25.0,alfranken,0.11803636,D,1,16,
563,387709,27504750178078700,0.07,-1.0,-0.6965317919075144,-0.6676300578034682,346.0,alfranken,0.11803636,D,1,16,
564,1325821,27504750178078700,0.86,0.0,0.0,0.0,596.0,alfranken,0.11803636,D,1,16,
565,488456,27504750178078700,0.01,,,,,alfranken,0.11803636,D,1,16,
566,1197273,27504750178078700,0.01,-2.0,-1.6666666666666665,-1.0,3.0,alfranken,0.11803636,D,1,16,
567,741858,27504750178078700,0.0,-1.0,-1.1428571428571428,-1.0,7.0,alfranken,0.11803636,D,1,16,
568,109166,27504750178078700,0.9,0.0,-0.7272727272727273,-0.4545454545454545,11.0,alfranken,0.11803636,D,1,16,
569,1144082,27504750178078700,0.07,-1.0,-1.0105263157894737,-0.7473684210526316,95.0,alfranken,0.11803636,D,1,16,
570,360497,27504750178078700,0.12,-1.0,-0.8673469387755102,-0.6938775510204082,196.0,alfranken,0.11803636,D,1,16,
571,373452,27504750178078700,0.53,-2.0,-0.9430379746835443,-0.6170886075949367,316.0,alfranken,0.11803636,D,1,16,
572,1148503,27504750178078700,0.19,-1.0,-0.8333333333333333,-0.6666666666666666,12.0,alfranken,0.11803636,D,1,16,
573,86338,27504750178078700,0.06,-1.0,-0.8787878787878787,-0.6969696969696969,33.0,alfranken,0.11803636,D,1,16,
574,864154,27504750178078700,0.05,-1.0,-0.9210526315789475,-0.7894736842105263,38.0,alfranken,0.11803636,D,1,16,
575,360691,27504750178078700,0.27,-1.0,-1.125,-1.0,8.0,alfranken,0.11803636,D,1,16,
576,364351,27504750178078700,0.23,-1.0,-1.4,-1.0,10.0,alfranken,0.11803636,D,1,16,
577,1192835,27504750178078700,0.0,-1.0,-0.9433962264150944,-0.7735849056603774,53.0,alfranken,0.11803636,D,1,16,
578,409306,27504750178078700,0.02,-1.0,-1.1304347826086958,-0.9565217391304348,46.0,alfranken,0.11803636,D,1,16,
579,1200826,27504750178078700,0.25,-1.0,-0.8571428571428572,-0.6428571428571429,140.0,alfranken,0.11803636,D,1,16,
580,505929,37888014311104496,0.07,-2.0,-0.7777777777777777,-0.5555555555555556,9.0,USRepMikeDoyle,0.16023147,D,1,16,
581,1294852,57852403122323504,0.24,-1.0,-0.6499999999999999,-0.5,20.0,RepKucinich,0.07298122,D,1,18,
582,419193,57852403122323504,0.73,-2.0,-0.7786885245901639,-0.41803278688524587,122.0,RepKucinich,0.07298122,D,1,18,
583,371498,87940889682518000,0.29,1.0,0.5,0.4019607843137255,204.0,alfranken,0.090421855,D,0,0,
584,1550730,87940889682518000,0.07,-2.0,-1.2907488986784141,-0.8193832599118943,227.0,alfranken,0.090421855,D,0,0,
585,1375095,87940889682518000,0.13,-1.0,-0.8936170212765957,-0.7872340425531914,47.0,alfranken,0.090421855,D,0,0,
586,1410296,87940889682518000,0.13,-2.0,-1.4473684210526316,-0.9473684210526315,76.0,alfranken,0.090421855,D,0,0,
587,1441133,87940889682518000,0.24,-1.0,-1.3333333333333333,-1.0,3.0,alfranken,0.090421855,D,0,0,
588,141783,87940889682518000,0.19,-1.0,-1.4025656689065362,-0.9609040928527794,1637.0,alfranken,0.090421855,D,0,0,
589,490529,87940889682518000,0.0,-2.0,-1.5555555555555556,-1.0,9.0,alfranken,0.090421855,D,0,0,
590,419862,87940889682518000,0.06,-1.0,-1.125,-1.0,8.0,alfranken,0.090421855,D,0,0,
591,272538,87940889682518000,0.05,-1.0,-0.8547486033519553,-0.6871508379888268,179.0,alfranken,0.090421855,D,0,0,
592,1454243,87940889682518000,0.32,-1.0,-0.9696969696969696,-0.703030303030303,165.0,alfranken,0.090421855,D,0,0,
593,261645,87940889682518000,0.07,-1.0,-0.9622641509433962,-0.679245283018868,53.0,alfranken,0.090421855,D,0,0,
594,273372,87940889682518000,0.07,-1.0,-0.8666666666666667,-0.7066666666666667,75.0,alfranken,0.090421855,D,0,0,
595,295816,87940889682518000,0.38,-1.0,-0.7597402597402597,-0.6103896103896105,154.0,alfranken,0.090421855,D,0,0,
596,184959,87940889682518000,0.87,-1.0,-0.6095238095238096,-0.5523809523809524,105.0,alfranken,0.090421855,D,0,0,
597,315672,87940889682518000,0.0,-1.0,-0.8571428571428571,-0.7428571428571429,35.0,alfranken,0.090421855,D,0,0,
598,1405647,87940889682518000,0.15,-2.0,-1.1376811594202898,-0.7427536231884058,276.0,alfranken,0.090421855,D,0,0,
599,1085710,87940889682518000,0.09,-1.0,-0.9454545454545455,-0.8636363636363636,110.0,alfranken,0.090421855,D,0,0,
600,135156,87940889682518000,0.0,-1.0,-0.39901477832512317,-0.4236453201970444,203.0,alfranken,0.090421855,D,0,0,
601,611424,87940889682518000,0.59,-2.0,-1.272058823529412,-0.8308823529411765,136.0,alfranken,0.090421855,D,0,0,
602,240232,87940889682518000,0.35,-1.0,-0.9307692307692308,-0.7846153846153846,130.0,alfranken,0.090421855,D,0,0,
603,456204,87940889682518000,0.01,-1.0,-0.9803921568627451,-0.7058823529411765,51.0,alfranken,0.090421855,D,0,0,
604,296896,87940889682518000,0.0,-2.0,-1.0416666666666665,-0.6666666666666666,24.0,alfranken,0.090421855,D,0,0,
605,1400372,87940889682518000,0.01,,,,,alfranken,0.090421855,D,0,0,
606,793026,87940889682518000,0.83,-1.0,-1.1724137931034484,-0.8620689655172413,29.0,alfranken,0.090421855,D,0,0,
607,241493,58193687125045200,0.07,-1.0,-0.8792029887920298,-0.8518057285180572,803.0,RepJimMatheson,0.11645587,D,1,15,
608,1294852,88717470487158800,0.24,-1.0,-0.6499999999999999,-0.5,20.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
609,1028593,88717470487158800,0.65,-2.0,-1.4066496163682864,-0.8644501278772379,391.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
610,1108813,88717470487158800,0.15,-1.0,-0.2857142857142857,-0.14285714285714285,35.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
611,270597,88717470487158800,0.03,-1.0,-0.8472222222222222,-0.7361111111111112,144.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
612,715333,88717470487158800,0.34,1.0,0.39999999999999997,0.39999999999999997,10.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
613,275818,88717470487158800,0.09,-1.0,-0.2444444444444444,-0.26666666666666666,45.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
614,333707,88717470487158800,0.05,-1.0,-0.5333333333333334,-0.42666666666666664,75.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
615,601388,88717470487158800,0.0,1.0,1.25,1.0,4.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
616,559485,88717470487158800,0.25,-1.0,-0.6666666666666667,-0.5,6.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
617,213225,88717470487158800,0.67,-1.0,0.12037037037037038,-0.06481481481481483,108.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
618,356257,88717470487158800,0.11,2.0,1.1944444444444444,0.625,72.0,RepKucinich,0.12540422,D,1,18,Democrat Out-Group
619,220130,40450699187716096,0.02,-1.0,-0.9832214765100672,-0.6812080536912752,298.0,russfeingold,0.0914084,D,1,1,
620,159605,40450699187716096,0.09,-1.0,-0.9516129032258065,-0.7741935483870968,62.0,russfeingold,0.0914084,D,1,1,
621,453955,40450699187716096,0.06,-2.0,-1.1578947368421053,-0.7473684210526316,95.0,russfeingold,0.0914084,D,1,1,
622,578540,40450699187716096,0.17,0.0,-0.6873156342182891,-0.49557522123893805,339.0,russfeingold,0.0914084,D,1,1,
623,342652,40450699187716096,0.12,-1.0,-1.0123456790123457,-0.8271604938271605,162.0,russfeingold,0.0914084,D,1,1,
624,563502,40450699187716096,0.81,,,,,russfeingold,0.0914084,D,1,1,
625,1053458,40450699187716096,0.03,-1.0,-0.6461538461538463,-0.5076923076923077,65.0,russfeingold,0.0914084,D,1,1,
626,373452,40450699187716096,0.53,-2.0,-0.9430379746835443,-0.6170886075949367,316.0,russfeingold,0.0914084,D,1,1,
627,918375,40450699187716096,0.04,-1.0,-1.0,-1.0,2.0,russfeingold,0.0914084,D,1,1,
628,897150,40450699187716096,0.31,-2.0,-1.375,-0.875,8.0,russfeingold,0.0914084,D,1,1,
629,1076587,40450699187716096,0.16,-1.0,-1.3333333333333333,-1.0,3.0,russfeingold,0.0914084,D,1,1,
630,6595,40450699187716096,0.02,0.0,-0.5925925925925926,-0.4537037037037037,108.0,russfeingold,0.0914084,D,1,1,
631,536585,40450699187716096,0.13,-1.0,-1.2241379310344827,-0.9137931034482758,58.0,russfeingold,0.0914084,D,1,1,
632,583590,40450699187716096,0.15,-1.0,-1.0,-1.0,1.0,russfeingold,0.0914084,D,1,1,
633,177794,40450699187716096,0.09,2.0,-0.3333333333333333,-0.3333333333333333,6.0,russfeingold,0.0914084,D,1,1,
634,1041709,40450699187716096,0.36,-1.0,-0.9182692307692308,-0.6842948717948718,624.0,russfeingold,0.0914084,D,1,1,
635,603232,40450699187716096,0.07,0.0,-0.8999999999999999,-0.6,10.0,russfeingold,0.0914084,D,1,1,
636,887793,40450699187716096,0.03,-1.0,-1.1724137931034482,-0.9137931034482759,58.0,russfeingold,0.0914084,D,1,1,
637,458359,40450699187716096,0.27,-1.0,-0.9393442622950819,-0.9442622950819672,610.0,russfeingold,0.0914084,D,1,1,
638,774108,40450699187716096,0.61,-2.0,-1.3333333333333333,-0.6666666666666666,3.0,russfeingold,0.0914084,D,1,1,
639,528550,40450699187716096,0.02,-1.0,-1.1,-0.85,20.0,russfeingold,0.0914084,D,1,1,
640,244933,40450699187716096,0.0,-1.0,-1.1,-0.9,10.0,russfeingold,0.0914084,D,1,1,
641,1318734,40450699187716096,0.05,2.0,0.2535211267605633,-0.05633802816901412,71.0,russfeingold,0.0914084,D,1,1,
642,128892,40450699187716096,0.35,2.0,1.0,0.5,2.0,russfeingold,0.0914084,D,1,1,
643,406126,40450699187716096,0.05,-1.0,-1.0817307692307692,-0.8317307692307693,208.0,russfeingold,0.0914084,D,1,1,
644,929887,40450699187716096,0.02,-1.0,-0.375,-0.5,8.0,russfeingold,0.0914084,D,1,1,
645,420980,40450699187716096,0.05,-1.0,-0.8421052631578948,-0.6842105263157895,38.0,russfeingold,0.0914084,D,1,1,
646,492656,40450699187716096,0.03,-1.0,-1.0869565217391304,-1.0,23.0,russfeingold,0.0914084,D,1,1,
647,339865,40450699187716096,0.01,-1.0,-1.0327868852459017,-0.7213114754098361,61.0,russfeingold,0.0914084,D,1,1,
648,334600,40450699187716096,0.13,-1.0,-0.5,-0.5,8.0,russfeingold,0.0914084,D,1,1,
649,416053,40450699187716096,0.03,-1.0,-1.0357142857142856,-0.75,56.0,russfeingold,0.0914084,D,1,1,
650,1401318,40450699187716096,0.03,-1.0,-0.48051948051948046,-0.49350649350649345,77.0,russfeingold,0.0914084,D,1,1,
651,248136,40450699187716096,0.06,-1.0,-0.8530805687203792,-0.6966824644549763,211.0,russfeingold,0.0914084,D,1,1,
652,1009760,40450699187716096,0.05,-2.0,-1.5517241379310345,-0.8275862068965517,29.0,russfeingold,0.0914084,D,1,1,
653,4738,40450699187716096,0.01,-1.0,-1.131578947368421,-0.9298245614035088,114.0,russfeingold,0.0914084,D,1,1,
654,261243,40450699187716096,0.0,-1.0,-0.3684210526315789,-0.4736842105263158,19.0,russfeingold,0.0914084,D,1,1,
655,575604,40450699187716096,0.08,-1.0,-1.0394736842105263,-0.8157894736842105,76.0,russfeingold,0.0914084,D,1,1,
656,359838,40450699187716096,0.27,-1.0,-0.8235294117647058,-0.7647058823529411,17.0,russfeingold,0.0914084,D,1,1,
657,579001,40450699187716096,0.33,-1.0,-1.0,-1.0,1.0,russfeingold,0.0914084,D,1,1,
658,576289,40450699187716096,0.03,-1.0,-1.0,-1.0,1.0,russfeingold,0.0914084,D,1,1,
659,1169056,40450699187716096,0.12,-1.0,-1.1428571428571428,-0.8571428571428571,7.0,russfeingold,0.0914084,D,1,1,
660,482661,40450699187716096,0.05,0.0,-0.2833333333333333,-0.24999999999999997,60.0,russfeingold,0.0914084,D,1,1,
661,298351,40450699187716096,0.98,2.0,2.0,1.0,2.0,russfeingold,0.0914084,D,1,1,
662,370566,40450699187716096,0.25,-1.0,-1.094017094017094,-0.8974358974358974,117.0,russfeingold,0.0914084,D,1,1,
663,408868,40450699187716096,0.35,-1.0,-0.9047619047619048,-0.7619047619047619,21.0,russfeingold,0.0914084,D,1,1,
664,400658,40450699187716096,0.05,-1.0,-0.6296296296296295,-0.5555555555555556,27.0,russfeingold,0.0914084,D,1,1,
665,972868,40450699187716096,0.03,-1.0,-0.857142857142857,-0.6285714285714286,35.0,russfeingold,0.0914084,D,1,1,
666,1070469,40450699187716096,0.02,-1.0,-1.0,-0.6666666666666666,3.0,russfeingold,0.0914084,D,1,1,
667,421729,40450699187716096,0.64,-1.0,-1.0,-1.0,1.0,russfeingold,0.0914084,D,1,1,
668,1522854,40450699187716096,0.02,-1.0,-1.0454545454545454,-0.8636363636363636,44.0,russfeingold,0.0914084,D,1,1,
669,298982,40450699187716096,0.0,-1.0,-0.9538461538461538,-0.7692307692307692,65.0,russfeingold,0.0914084,D,1,1,
