,rt_userid,cong_original_ID,overall,max_pol,weighted_pol,weighted_pol_binary,pol_count,congressperson,Incivility,cong_position,is_policy,CAP_Policy,cat
220,1317151,25344436660,0.41,-1.0,-1.0490196078431373,-0.8366013071895425,306.0,AlanGrayson,0.14406513,D,0,19,
221,904606,25344436660,0.05,-1.0,-1.0,-0.7428571428571429,35.0,AlanGrayson,0.14406513,D,0,19,
222,491806,25344436660,0.7,-1.0,-0.8596491228070177,-0.7192982456140351,57.0,AlanGrayson,0.14406513,D,0,19,
223,345433,25344436660,0.04,-1.0,-0.39999999999999997,-0.49999999999999994,10.0,AlanGrayson,0.14406513,D,0,19,
224,249203,25344436660,0.01,-1.0,-0.45901639344262285,-0.4262295081967213,61.0,AlanGrayson,0.14406513,D,0,19,
225,135804,25344436660,0.43,-2.0,-1.7058823529411766,-1.0,34.0,AlanGrayson,0.14406513,D,0,19,
226,1590319,25344436660,0.07,-1.0,-1.1176470588235294,-0.8235294117647058,17.0,AlanGrayson,0.14406513,D,0,19,
227,865048,25344436660,0.02,-1.0,-0.9714285714285714,-0.8857142857142857,105.0,AlanGrayson,0.14406513,D,0,19,
228,54839,25344436660,0.0,-1.0,-1.0,-0.7058823529411764,17.0,AlanGrayson,0.14406513,D,0,19,
229,1031293,25344436660,0.67,-1.0,-0.9782608695652173,-0.7391304347826086,92.0,AlanGrayson,0.14406513,D,0,19,
230,381581,25344436660,0.1,-1.0,-1.2054794520547945,-0.863013698630137,73.0,AlanGrayson,0.14406513,D,0,19,
231,7110,25344436660,0.15,-1.0,-0.44562334217506633,-0.23872679045092837,377.0,AlanGrayson,0.14406513,D,0,19,
232,79349,25344436660,0.1,-1.0,-1.0958333333333334,-0.7791666666666667,240.0,AlanGrayson,0.14406513,D,0,19,
233,1231568,25344436660,0.11,-1.0,-0.9181818181818182,-0.7181818181818181,110.0,AlanGrayson,0.14406513,D,0,19,
234,240280,25344436660,0.16,-1.0,-1.096969696969697,-0.896969696969697,165.0,AlanGrayson,0.14406513,D,0,19,
235,214520,25344436660,0.28,-1.0,-1.0,-0.7142857142857143,21.0,AlanGrayson,0.14406513,D,0,19,
236,192502,25344436660,0.29,-2.0,-1.347457627118644,-0.8389830508474576,118.0,AlanGrayson,0.14406513,D,0,19,
237,86532,25344436660,0.02,0.0,-0.39189189189189194,-0.3310810810810811,148.0,AlanGrayson,0.14406513,D,0,19,
238,123209,25344436660,0.36,-1.0,-1.0478723404255321,-0.7553191489361702,188.0,AlanGrayson,0.14406513,D,0,19,
239,385434,25344436660,0.32,-2.0,-1.4825174825174823,-0.8531468531468531,143.0,AlanGrayson,0.14406513,D,0,19,
240,373452,25344436660,0.53,-2.0,-0.9430379746835443,-0.6170886075949367,316.0,AlanGrayson,0.14406513,D,0,19,
241,251886,25344436660,0.03,-1.0,-1.161290322580645,-0.9032258064516129,31.0,AlanGrayson,0.14406513,D,0,19,
242,438106,25344436660,0.12,-1.0,-0.8571428571428571,-0.738095238095238,42.0,AlanGrayson,0.14406513,D,0,19,
243,227452,25344436660,0.07,-2.0,-0.9693877551020408,-0.6632653061224489,98.0,AlanGrayson,0.14406513,D,0,19,
244,265601,25344436660,0.06,-2.0,-1.0888888888888888,-0.6888888888888889,45.0,AlanGrayson,0.14406513,D,0,19,
245,360497,25344436660,0.12,-1.0,-0.8673469387755102,-0.6938775510204082,196.0,AlanGrayson,0.14406513,D,0,19,
246,13480,25344436660,0.13,-2.0,-1.7142857142857144,-1.0,7.0,AlanGrayson,0.14406513,D,0,19,
247,539058,25344436660,0.3,-2.0,-1.0,-0.6666666666666667,6.0,AlanGrayson,0.14406513,D,0,19,
248,739525,25344436660,0.77,-1.0,-0.9104477611940298,-0.7611940298507462,134.0,AlanGrayson,0.14406513,D,0,19,
249,1030900,25344436660,0.03,-1.0,-1.1126760563380282,-0.7746478873239436,71.0,AlanGrayson,0.14406513,D,0,19,
250,381733,25344436660,0.12,-1.0,-1.168582375478927,-0.9272030651340996,261.0,AlanGrayson,0.14406513,D,0,19,
251,569736,25344436660,0.06,0.0,-0.13043478260869565,-0.17391304347826086,23.0,AlanGrayson,0.14406513,D,0,19,
252,337856,25344436660,0.43,-2.0,-1.2553191489361701,-0.851063829787234,47.0,AlanGrayson,0.14406513,D,0,19,
253,326260,25344436660,0.61,-2.0,-1.3478260869565217,-0.8217391304347826,230.0,AlanGrayson,0.14406513,D,0,19,
254,634400,25344436660,0.01,0.0,-0.6956521739130435,-0.5652173913043478,23.0,AlanGrayson,0.14406513,D,0,19,
255,296392,25344436660,0.68,-1.0,-0.9878048780487805,-0.7195121951219512,82.0,AlanGrayson,0.14406513,D,0,19,
256,648685,25344436660,0.18,-1.0,-1.0044843049327354,-0.6860986547085202,223.0,AlanGrayson,0.14406513,D,0,19,
257,295816,5754308574322690,0.38,-1.0,-0.7597402597402597,-0.6103896103896105,154.0,WhipClyburn,0.08430747,D,1,7,
258,433656,5754308574322690,0.36,-1.0,-1.0,-0.8125,16.0,WhipClyburn,0.08430747,D,1,7,
259,1030900,5754308574322690,0.03,-1.0,-1.1126760563380282,-0.7746478873239436,71.0,WhipClyburn,0.08430747,D,1,7,
260,188089,5754308574322690,0.41,-1.0,-0.9874326750448833,-0.6786355475763015,557.0,WhipClyburn,0.08430747,D,1,7,
261,292177,5754308574322690,0.02,-1.0,-0.7241379310344828,-0.6091954022988506,87.0,WhipClyburn,0.08430747,D,1,7,
262,361647,28435650698,0.71,-1.0,-0.8518518518518517,-0.7407407407407407,27.0,RepKucinich,0.06920082,D,1,12,
263,246588,28435650698,0.37,-1.0,-0.9607843137254904,-0.7254901960784313,102.0,RepKucinich,0.06920082,D,1,12,
264,345055,28435650698,0.65,1.0,0.0,0.0,2.0,RepKucinich,0.06920082,D,1,12,
265,973847,28435650698,0.15,-1.0,-1.1529411764705881,-0.8588235294117647,85.0,RepKucinich,0.06920082,D,1,12,
266,126423,28435650698,0.55,-1.0,-1.0476190476190474,-0.8941798941798942,189.0,RepKucinich,0.06920082,D,1,12,
267,1317151,28435650698,0.41,-1.0,-1.0490196078431373,-0.8366013071895425,306.0,RepKucinich,0.06920082,D,1,12,
268,1093156,28435650698,0.33,-1.0,-1.2549728752260396,-0.9159132007233273,1106.0,RepKucinich,0.06920082,D,1,12,
269,281003,28435650698,0.15,-1.0,-0.6666666666666667,-0.5476190476190477,42.0,RepKucinich,0.06920082,D,1,12,
270,1294852,28435650698,0.24,-1.0,-0.6499999999999999,-0.5,20.0,RepKucinich,0.06920082,D,1,12,
271,362215,28435650698,0.31,-1.0,-1.0795454545454546,-0.7954545454545455,88.0,RepKucinich,0.06920082,D,1,12,
272,423909,28435650698,0.85,-1.0,-0.8764044943820225,-0.6966292134831461,89.0,RepKucinich,0.06920082,D,1,12,
273,1160431,20011804681,0.31,-1.0,-0.7555555555555555,-0.6444444444444444,45.0,HansenClarke,0.17211865,D,0,0,
274,58660,16263082590347300,0.08,-1.0,-0.8518518518518517,-0.6666666666666667,27.0,WhipClyburn,0.117873445,D,1,2,
275,402961,16263082590347300,0.01,1.0,-0.10810810810810811,-0.05405405405405406,37.0,WhipClyburn,0.117873445,D,1,2,
276,1117479,16263082590347300,0.15,-1.0,-0.7814930015552098,-0.6679626749611197,1286.0,WhipClyburn,0.117873445,D,1,2,
277,499369,16263082590347300,0.05,2.0,0.6111111111111112,0.20833333333333331,72.0,WhipClyburn,0.117873445,D,1,2,
278,1118603,16263082590347300,0.02,-1.0,-0.7058823529411764,-0.7058823529411764,17.0,WhipClyburn,0.117873445,D,1,2,
279,98701,16263082590347300,0.01,-1.0,-0.5391304347826087,-0.5043478260869565,115.0,WhipClyburn,0.117873445,D,1,2,
280,1340579,16263082590347300,0.14,-1.0,-1.1052631578947367,-0.8421052631578947,19.0,WhipClyburn,0.117873445,D,1,2,
281,1353596,16263082590347300,0.18,-1.0,-0.8846153846153846,-0.7307692307692307,52.0,WhipClyburn,0.117873445,D,1,2,
282,988442,16263082590347300,0.02,-1.0,-0.9555555555555555,-0.8666666666666667,45.0,WhipClyburn,0.117873445,D,1,2,
283,359405,16263082590347300,0.17,-1.0,-1.0130718954248368,-0.9019607843137254,153.0,WhipClyburn,0.117873445,D,1,2,
284,236028,16263082590347300,0.03,-1.0,-0.5,-0.5,32.0,WhipClyburn,0.117873445,D,1,2,
285,235147,16263082590347300,0.04,,,,,WhipClyburn,0.117873445,D,1,2,
286,591485,16263082590347300,0.01,-2.0,-1.5324675324675325,-0.948051948051948,77.0,WhipClyburn,0.117873445,D,1,2,
287,875542,16263082590347300,0.43,-2.0,-1.2914188615123194,-0.8564146134239592,1177.0,WhipClyburn,0.117873445,D,1,2,
288,256246,16263082590347300,0.0,-1.0,-0.8857142857142858,-0.6857142857142857,35.0,WhipClyburn,0.117873445,D,1,2,
289,385443,16263082590347300,0.3,-2.0,-1.4777878513145966,-0.8159564823209429,1103.0,WhipClyburn,0.117873445,D,1,2,
290,1021788,16263082590347300,0.03,-1.0,-0.868421052631579,-0.6842105263157895,76.0,WhipClyburn,0.117873445,D,1,2,
291,353603,16263082590347300,0.26,-1.0,-0.9322033898305084,-0.8135593220338982,59.0,WhipClyburn,0.117873445,D,1,2,
292,273873,16263082590347300,0.27,-1.0,-1.2222222222222223,-0.9135802469135803,81.0,WhipClyburn,0.117873445,D,1,2,
293,1516959,17302109925933100,0.13,-1.0,-0.9447513812154696,-0.7403314917127072,181.0,SenatorHarkin,0.10418833,D,0,19,
294,1516999,17302109925933100,0.54,-2.0,-0.888888888888889,-0.5555555555555556,9.0,SenatorHarkin,0.10418833,D,0,19,
295,255425,28913389440,0.21,-1.0,-0.7727272727272727,-0.5757575757575758,66.0,blanche4senate,0.05606424,D,0,0,
296,77099,29090337862,0.85,-1.0,-1.0064655172413794,-0.9051724137931035,464.0,russfeingold,0.11657961,D,1,19,
297,420948,29090337862,0.1,-1.0,-0.9268292682926829,-0.6341463414634146,41.0,russfeingold,0.11657961,D,1,19,
298,253390,29090337862,0.4,-2.0,-1.3738317757009346,-0.8753894080996885,321.0,russfeingold,0.11657961,D,1,19,
299,234491,29090337862,0.18,-1.0,-1.4378109452736318,-0.9651741293532339,201.0,russfeingold,0.11657961,D,1,19,
300,1075911,29090337862,0.07,-1.0,-1.005952380952381,-0.8154761904761905,168.0,russfeingold,0.11657961,D,1,19,
301,301153,29090337862,0.01,-1.0,-0.8297872340425532,-0.7021276595744681,235.0,russfeingold,0.11657961,D,1,19,
302,331605,29130549320,0.2,-2.0,-1.476923076923077,-0.8923076923076924,65.0,Hanabusa2020,0.04990984,D,0,0,
303,693162,29306278645,0.0,-1.0,-0.9620253164556962,-0.7594936708860759,79.0,alfranken,0.24954984,D,0,0,
304,102275,29306278645,0.08,-1.0,-0.8571428571428572,-0.6964285714285715,112.0,alfranken,0.24954984,D,0,0,
305,1310939,29306278645,0.45,-1.0,-1.2575757575757578,-0.8636363636363636,66.0,alfranken,0.24954984,D,0,0,
306,266488,29306278645,0.03,-1.0,-0.864864864864865,-0.7162162162162162,74.0,alfranken,0.24954984,D,0,0,
307,215159,11543678846,0.24,1.0,-0.24999999999999994,0.08333333333333331,12.0,RepPeteKing,0.032956727,R,0,0,
308,436241,17511000302,0.11,-1.0,-0.9285714285714286,-0.7142857142857142,14.0,MarkSanford,0.0739166,R,0,0,
309,234615,17511000302,0.05,-1.0,-0.7619047619047619,-0.6904761904761905,42.0,MarkSanford,0.0739166,R,0,0,
310,1082877,17511000302,0.02,,,,,MarkSanford,0.0739166,R,0,0,
311,1414035,17511000302,0.0,-1.0,-0.7204968944099378,-0.5031055900621119,161.0,MarkSanford,0.0739166,R,0,0,
312,1414035,8028994938,0.0,-1.0,-0.7204968944099378,-0.5031055900621119,161.0,MarkSanford,0.24217556,R,0,0,
313,146093,13858714659,0.2,-2.0,-0.9090909090909091,-0.6363636363636365,11.0,aaronschock,0.06758952,R,0,0,
314,87795,13858714659,0.08,1.0,1.2000000000000002,1.0,5.0,aaronschock,0.06758952,R,0,0,
315,1150006,13858714659,0.27,,,,,aaronschock,0.06758952,R,0,0,
316,168479,12241751674,0.19,-2.0,-0.5,-0.2,10.0,congbillposey,0.1823884,R,0,16,
317,304418,12241751674,0.27,-1.0,-0.3888888888888889,-0.4444444444444444,18.0,congbillposey,0.1823884,R,0,16,
318,1016235,18140047807,0.11,1.0,0.25000000000000006,0.22499999999999998,40.0,MaryFallin,0.1742083,R,1,9,
319,623722,9648729318,0.32,-1.0,0.4666666666666667,0.21666666666666667,60.0,RepFleming,0.1338856,R,1,3,Republican In-Group
320,1072887,29387586254,0.29,-1.0,0.07729468599033816,-0.024154589371980673,621.0,Djou4Hawaii,0.06535574,R,0,0,
321,285826,14248325198,0.66,0.0,-0.048561151079136694,-0.048561151079136694,556.0,RepPeteKing,0.0804298,R,0,0,
322,357369,12654746870,0.16,1.0,0.7441860465116279,0.7209302325581395,43.0,RepJoeBarton,0.051548563,R,1,3,
323,160166,29555540136,0.18,-1.0,-1.0,-1.0,1.0,Djou4Hawaii,0.13391802,R,0,0,
324,340840,29555540136,0.46,-1.0,-1.0,-1.0,3.0,Djou4Hawaii,0.13391802,R,0,0,
325,776223,24246938754,0.02,0.0,-0.3125,-0.3125,16.0,USSenScottBrown,0.20488867,R,1,15,
326,331054,24246938754,0.25,1.0,0.6705202312138729,0.6358381502890174,173.0,USSenScottBrown,0.20488867,R,1,15,
327,318550,24246938754,0.66,1.0,0.5481481481481482,0.5481481481481482,135.0,USSenScottBrown,0.20488867,R,1,15,
328,1437291,11251105430,0.7,,,,,aaronschock,0.10455237,R,1,3,
329,1194791,11251105430,0.46,2.0,1.5,1.0,2.0,aaronschock,0.10455237,R,1,3,
330,1140837,11251105430,0.09,0.0,0.18181818181818182,0.0,11.0,aaronschock,0.10455237,R,1,3,
331,1493186,24400884566,0.33,0.0,0.5533980582524272,0.27184466019417475,103.0,Djou4Hawaii,0.05969015,R,0,0,
332,74324,24424130266,0.32,1.0,0.8458646616541352,0.7781954887218046,266.0,Djou4Hawaii,0.070129775,R,0,0,
333,334698,24424130266,0.24,1.0,0.4832214765100672,0.39597315436241615,149.0,Djou4Hawaii,0.070129775,R,0,0,
334,1281394,11308738530,0.18,1.0,1.021990104452996,0.8119846069268829,1819.0,MarkSanford,0.03742181,R,1,5,
335,1414035,21401441894,0.0,-1.0,-0.7204968944099378,-0.5031055900621119,161.0,MarkSanford,0.109772205,R,0,0,
336,898255,21401441894,0.22,-2.0,-0.6666666666666667,-0.11111111111111116,9.0,MarkSanford,0.109772205,R,0,0,
337,256968,21519539283,0.0,-2.0,-0.9545454545454545,-0.4545454545454545,22.0,PatMeehanPA,0.05906545,R,0,19,
338,1414035,16955979200,0.0,-1.0,-0.7204968944099378,-0.5031055900621119,161.0,MarkSanford,0.077559374,R,1,7,
339,1142189,16955979200,0.05,-1.0,-0.9090909090909092,-0.8636363636363636,22.0,MarkSanford,0.077559374,R,1,7,
340,1099004,2370500038758400,0.12,1.0,0.2894736842105263,0.22807017543859653,114.0,RepKayGranger,0.073033705,R,0,0,
341,961278,27204950954,0.06,-2.0,-1.1860465116279073,-0.7209302325581396,43.0,michael_grimm,0.17535445,R,0,0,
342,1510338,21575250323,0.62,2.0,0.3999999999999999,0.3,10.0,RandyNeugebauer,0.0803678,R,0,0,
343,372325,12581989429289000,0.07,1.0,0.2545454545454545,0.2545454545454546,110.0,RepMikeCoffman,0.073821396,R,0,1,
344,813922,27797250881,0.09,-1.0,-0.08000000000000002,-0.06,50.0,Djou4Hawaii,0.069259666,R,0,0,
345,1414035,25238925268,0.0,-1.0,-0.7204968944099378,-0.5031055900621119,161.0,MarkSanford,0.08820173,R,1,6,
346,889476,25238925268,0.32,,,,,MarkSanford,0.08820173,R,1,6,
347,1466126,28054970476,0.65,-1.0,-0.5053763440860215,-0.5268817204301075,93.0,RepPeteKing,0.08302665,R,0,0,
348,342055,28054970476,0.15,-1.0,-0.2702702702702703,-0.3243243243243243,37.0,RepPeteKing,0.08302665,R,0,0,
349,345948,28416105952,0.47,,,,,MaryFallin,0.19694245,R,0,0,
350,351144,28432730612,0.71,-1.0,0.2286902286902287,0.037422037422037424,481.0,Djou4Hawaii,0.060434535,R,0,0,
351,813922,28432730612,0.09,-1.0,-0.08000000000000002,-0.06,50.0,Djou4Hawaii,0.060434535,R,0,0,
352,437152,22656981709,0.85,0.0,-0.07207207207207211,-0.04504504504504503,111.0,MittRomney,0.108623646,R,0,0,
353,338988,22656981709,0.08,-1.0,-0.4573170731707317,-0.42073170731707316,164.0,MittRomney,0.108623646,R,0,0,
354,777946,22656981709,0.28,-2.0,-1.5192307692307694,-0.8653846153846154,52.0,MittRomney,0.108623646,R,0,0,
355,172431,22656981709,0.23,1.0,0.25925925925925924,0.18518518518518517,27.0,MittRomney,0.108623646,R,0,0,
356,74324,28751896602,0.32,1.0,0.8458646616541352,0.7781954887218046,266.0,KristiNoem,0.08176064,R,0,0,
357,171231,28751896602,0.65,1.0,1.0,1.0,1.0,KristiNoem,0.08176064,R,0,0,
358,1082782,28751896602,0.26,-1.0,-0.06201550387596902,-0.06976744186046513,129.0,KristiNoem,0.08176064,R,0,0,
359,673829,25923712007,0.08,-1.0,-0.5901639344262295,-0.6557377049180327,61.0,RepMikeCoffman,0.04300092,R,1,7,
360,555938,7486489634021380,0.19,-1.0,0.24652777777777773,-0.02430555555555558,288.0,RepPeteKing,0.13842781,R,0,11,
361,1399429,8600210439667710,0.82,-1.0,-0.9166666666666666,-0.8055555555555556,36.0,SenJonKyl,0.07690138,R,0,0,
362,341921,8600210439667710,0.08,-2.0,-0.9207317073170733,-0.6219512195121951,164.0,SenJonKyl,0.07690138,R,0,0,
363,280188,8600210439667710,0.06,-1.0,-0.5825242718446603,-0.5436893203883495,103.0,SenJonKyl,0.07690138,R,0,0,
364,355451,8600210439667710,0.21,-1.0,-0.45140388768898493,-0.42548596112311016,463.0,SenJonKyl,0.07690138,R,0,0,
365,366525,8600210439667710,0.18,0.0,0.0,0.0,1.0,SenJonKyl,0.07690138,R,0,0,
366,403169,8600210439667710,0.0,-1.0,-0.8307692307692308,-0.8,195.0,SenJonKyl,0.07690138,R,0,0,
367,342220,9248424163545090,0.1,1.0,0.47916666666666674,0.3541666666666667,96.0,USSenScottBrown,0.051310994,R,0,0,
368,531407,121770684799140000,0.2,-1.0,-1.0,-0.717948717948718,78.0,RepMaxineWaters,0.09114717,D,1,1,
369,100578,121770684799140000,0.72,-2.0,-0.9021739130434783,-0.5978260869565217,92.0,RepMaxineWaters,0.09114717,D,1,1,
370,1138646,121770684799140000,0.27,1.0,0.5180722891566264,0.39759036144578314,83.0,RepMaxineWaters,0.09114717,D,1,1,
371,1074042,121770684799140000,0.07,-1.0,-1.0,-0.7364341085271318,129.0,RepMaxineWaters,0.09114717,D,1,1,
372,403827,121770684799140000,0.21,1.0,0.6756756756756755,0.5675675675675675,148.0,RepMaxineWaters,0.09114717,D,1,1,
373,327886,121770684799140000,0.79,-2.0,-1.2989690721649485,-0.8556701030927835,97.0,RepMaxineWaters,0.09114717,D,1,1,
374,234437,121770684799140000,0.12,-1.0,-1.0,-0.8999999999999999,40.0,RepMaxineWaters,0.09114717,D,1,1,
375,380660,121770684799140000,0.04,1.0,0.3170731707317073,0.1951219512195122,41.0,RepMaxineWaters,0.09114717,D,1,1,
376,246588,121770684799140000,0.37,-1.0,-0.9607843137254904,-0.7254901960784313,102.0,RepMaxineWaters,0.09114717,D,1,1,
377,859159,121770684799140000,0.71,1.0,0.5357142857142857,0.45238095238095244,84.0,RepMaxineWaters,0.09114717,D,1,1,
378,414837,121770684799140000,0.04,-1.0,-1.076923076923077,-1.0,13.0,RepMaxineWaters,0.09114717,D,1,1,
379,425624,121770684799140000,0.74,-1.0,-0.8683001531393567,-0.8698315467075038,653.0,RepMaxineWaters,0.09114717,D,1,1,
380,1552036,121770684799140000,0.76,-1.0,-0.8562091503267973,-0.7026143790849673,306.0,RepMaxineWaters,0.09114717,D,1,1,
381,1076087,121770684799140000,0.32,-2.0,-1.2588235294117647,-0.8264705882352942,340.0,RepMaxineWaters,0.09114717,D,1,1,
382,505812,121770684799140000,0.08,-1.0,-0.6274509803921569,-0.5294117647058822,51.0,RepMaxineWaters,0.09114717,D,1,1,
383,285719,121770684799140000,0.09,-2.0,-1.1818181818181819,-0.7727272727272727,22.0,RepMaxineWaters,0.09114717,D,1,1,
384,427563,125603572560835008,0.29,-2.0,-1.1994301994301995,-0.7863247863247863,351.0,RepMaxineWaters,0.082167834,D,0,2,
385,931084,125603572560835008,0.01,-1.0,-1.170854271356784,-0.7989949748743719,199.0,RepMaxineWaters,0.082167834,D,0,2,
386,607488,125603572560835008,0.84,-2.0,-1.2459016393442621,-0.8251366120218578,183.0,RepMaxineWaters,0.082167834,D,0,2,
387,409551,125603572560835008,0.1,-1.0,-0.903225806451613,-0.6935483870967742,62.0,RepMaxineWaters,0.082167834,D,0,2,
388,665120,125603572560835008,0.23,-1.0,-0.6823529411764706,-0.6235294117647059,85.0,RepMaxineWaters,0.082167834,D,0,2,
389,892823,125603572560835008,0.81,0.0,-0.16037735849056606,-0.19811320754716982,106.0,RepMaxineWaters,0.082167834,D,0,2,
390,303915,125603572560835008,0.68,0.0,-0.25,-0.29166666666666663,72.0,RepMaxineWaters,0.082167834,D,0,2,
391,988442,125603572560835008,0.02,-1.0,-0.9555555555555555,-0.8666666666666667,45.0,RepMaxineWaters,0.082167834,D,0,2,
392,1193277,125603572560835008,0.8,-2.0,-1.691542288557214,-0.9651741293532339,201.0,RepMaxineWaters,0.082167834,D,0,2,
393,641572,125603572560835008,0.07,-2.0,-1.0497512437810945,-0.6318407960199005,201.0,RepMaxineWaters,0.082167834,D,0,2,
394,39213,125603572560835008,0.25,-1.0,-0.9208633093525179,-0.7697841726618705,139.0,RepMaxineWaters,0.082167834,D,0,2,
395,859615,125603572560835008,0.13,-1.0,-0.9021739130434783,-0.7608695652173914,92.0,RepMaxineWaters,0.082167834,D,0,2,
396,360318,33163619319414800,0.02,-1.0,-0.6666666666666667,-0.6,30.0,SenatorHarkin,0.07916442,D,0,16,
397,220262,33163619319414800,0.07,,,,,SenatorHarkin,0.07916442,D,0,16,
398,178120,42983300029104096,0.73,,,,,USRepKeating,0.19389188,D,1,8,
399,580617,42983300029104096,0.05,-1.0,-0.8507462686567163,-0.6865671641791046,67.0,USRepKeating,0.19389188,D,1,8,
400,1509415,42983300029104096,0.1,-1.0,-0.5909090909090909,-0.5454545454545454,66.0,USRepKeating,0.19389188,D,1,8,
401,364589,42983300029104096,0.22,-1.0,-1.0209790209790208,-0.7902097902097902,143.0,USRepKeating,0.19389188,D,1,8,
402,344767,42983300029104096,0.04,-1.0,-0.7727272727272727,-0.7272727272727273,44.0,USRepKeating,0.19389188,D,1,8,
403,235171,42983300029104096,0.34,0.0,0.05555555555555555,-0.05555555555555555,18.0,USRepKeating,0.19389188,D,1,8,
404,578960,53890192309887000,0.18,-1.0,-1.0681818181818181,-0.8068181818181819,88.0,RepJimMcDermott,0.121863686,D,1,1,
405,318584,53890192309887000,0.02,-1.0,-1.0648648648648649,-0.8864864864864865,185.0,RepJimMcDermott,0.121863686,D,1,1,
406,419193,54966347674820600,0.73,-2.0,-0.7786885245901639,-0.41803278688524587,122.0,RepKucinich,0.19206184,D,0,18,
407,1080852,54966347674820600,0.0,-1.0,-0.44,-0.44,50.0,RepKucinich,0.19206184,D,0,18,
408,79081,54966347674820600,0.12,-2.0,-1.2350230414746544,-0.6405529953917051,217.0,RepKucinich,0.19206184,D,0,18,
409,282461,54966347674820600,0.05,-1.0,-0.9142857142857141,-0.6571428571428571,105.0,RepKucinich,0.19206184,D,0,18,
410,316693,54966347674820600,0.49,-1.0,-0.5,-0.45744680851063824,376.0,RepKucinich,0.19206184,D,0,18,
411,558234,54966347674820600,0.04,-1.0,-0.03724928366762177,-0.13180515759312322,349.0,RepKucinich,0.19206184,D,0,18,
412,548325,54966347674820600,0.27,-1.0,-1.2,-0.8999999999999999,40.0,RepKucinich,0.19206184,D,0,18,
413,169740,54966347674820600,0.18,-1.0,-0.6642857142857143,-0.5571428571428572,140.0,RepKucinich,0.19206184,D,0,18,
414,537359,35799203506700300,0.31,-2.0,-1.423076923076923,-0.8846153846153846,26.0,repjimcooper,0.19972205,D,1,19,
415,38190,35799203506700300,0.58,-1.0,-0.09000000000000002,-0.21000000000000002,200.0,repjimcooper,0.19972205,D,1,19,
416,580617,55624261817204704,0.05,-1.0,-0.8507462686567163,-0.6865671641791046,67.0,USRepKeating,0.079358734,D,1,14,
417,421851,55624261817204704,0.02,-1.0,-0.7727272727272727,-0.5909090909090908,22.0,USRepKeating,0.079358734,D,1,14,
418,455216,55624261817204704,0.13,-1.0,-1.0964912280701755,-0.8333333333333334,228.0,USRepKeating,0.079358734,D,1,14,
419,178120,55624261817204704,0.73,,,,,USRepKeating,0.079358734,D,1,14,
420,235171,55624261817204704,0.34,0.0,0.05555555555555555,-0.05555555555555555,18.0,USRepKeating,0.079358734,D,1,14,
421,482453,45579748365180896,0.42,-1.0,-0.29347826086956524,-0.2391304347826087,92.0,RepKucinich,0.087036625,D,1,15,
422,15633,45579748365180896,0.2,-1.0,-1.0212765957446808,-0.7446808510638299,47.0,RepKucinich,0.087036625,D,1,15,
423,59876,45579748365180896,0.13,-2.0,-1.4090909090909092,-0.9393939393939394,66.0,RepKucinich,0.087036625,D,1,15,
424,999489,45579748365180896,0.86,-1.0,-0.875,-0.625,8.0,RepKucinich,0.087036625,D,1,15,
425,902082,45579748365180896,0.68,0.0,-0.8571428571428571,-0.5714285714285714,7.0,RepKucinich,0.087036625,D,1,15,
426,830274,45579748365180896,0.28,-1.0,-0.8888888888888888,-0.6666666666666666,9.0,RepKucinich,0.087036625,D,1,15,
427,668917,45579748365180896,0.28,-1.0,-0.875,-0.75,8.0,RepKucinich,0.087036625,D,1,15,
428,868504,45579748365180896,0.76,-1.0,-0.8571428571428571,-0.7142857142857143,7.0,RepKucinich,0.087036625,D,1,15,
429,905580,45579748365180896,0.28,-2.0,-0.8333333333333334,-0.5,6.0,RepKucinich,0.087036625,D,1,15,
430,857297,45579748365180896,0.86,-1.0,-0.625,-0.5,8.0,RepKucinich,0.087036625,D,1,15,
431,857865,45579748365180896,0.31,1.0,-0.18181818181818182,-0.09090909090909088,11.0,RepKucinich,0.087036625,D,1,15,
432,487937,45579748365180896,0.83,-1.0,-0.9333333333333333,-0.8666666666666667,15.0,RepKucinich,0.087036625,D,1,15,
433,346666,45579748365180896,0.76,-1.0,-0.8571428571428571,-0.7142857142857143,7.0,RepKucinich,0.087036625,D,1,15,
434,205831,45579748365180896,0.34,-1.0,-0.7777777777777778,-0.6666666666666666,9.0,RepKucinich,0.087036625,D,1,15,
435,849146,45579748365180896,0.36,0.0,-0.75,-0.5,4.0,RepKucinich,0.087036625,D,1,15,
436,849359,45579748365180896,0.41,-1.0,-0.6666666666666667,-0.5555555555555556,9.0,RepKucinich,0.087036625,D,1,15,
437,1011730,45579748365180896,0.61,-1.0,-1.0,-0.75,4.0,RepKucinich,0.087036625,D,1,15,
438,810719,45579748365180896,0.71,-2.0,-1.0,-0.6666666666666666,3.0,RepKucinich,0.087036625,D,1,15,
439,993957,45579748365180896,0.89,-1.0,-0.7777777777777778,-0.6666666666666666,9.0,RepKucinich,0.087036625,D,1,15,
440,205804,45579748365180896,0.61,-1.0,-0.8888888888888888,-0.7777777777777778,9.0,RepKucinich,0.087036625,D,1,15,
441,345497,45579748365180896,0.72,-2.0,-1.0,-0.6666666666666666,3.0,RepKucinich,0.087036625,D,1,15,
442,868316,45579748365180896,0.45,-1.0,-0.8461538461538463,-0.6923076923076923,13.0,RepKucinich,0.087036625,D,1,15,
